식당명,주소1,주소2,위도,경도,행정동
참치정,대구 수성구 용학로33길 16 1층,(지번) 지산동 1250-3,35.82319125,128.6284436,지산2동
쿠모레비,대구 수성구 동대구로12길 26 1층,(지번) 지산동 1003-9,35.83523719,128.6254966,지산1동
스시마시토,대구 수성구 지범로 145 101호,(지번) 지산동 1277-19,35.82357727,128.6364325,지산1동
진라멘,대구 수성구 지범로23길 49 1층,(지번) 지산동 1285-11,35.82271674,128.6386699,지산1동
정초밥,대구 수성구 지범로21길 3,(지번) 지산동 1270-1,35.8239767,128.6357277,지산1동
인생횟집,대구 수성구 용학로 166,(지번) 지산동 1187-5,35.82276504,128.6269313,지산2동
고니,대구 수성구 용학로 293-8,(지번) 지산동 1288-31,35.82209786,128.6396263,지산1동
윤초밥,대구 수성구 용학로30길 8,(지번) 지산동 1183-5,35.82279481,128.6258838,지산2동
삿뽀로인금강,대구 수성구 동대구로 92,(지번) 지산동 950-2,35.83845504,128.6246471,지산1동
야미야미,대구 수성구 지산로 69,(지번) 지산동 1268-25,35.82731241,128.6336781,지산1동
싱싱회 수산물회 수성점,대구 수성구 청수로40길 55,(지번) 지산동 894-17,35.83689588,128.6299965,지산1동
스시중,대구 수성구 동대구로8길 49 1층,(지번) 지산동 1010-9,35.83384336,128.6266643,지산1동
진심돈까스,대구 수성구 청수로40길 50 1층,(지번) 지산동 975-11,35.83715351,128.6297775,지산1동
스시봄,대구 수성구 무학로 187,(지번) 지산동 761-8,35.83085471,128.6288134,지산1동
카오리,대구 수성구 지범로 45-1,(지번) 지산동 1160-12,35.8264022,128.6268611,지산2동
민스시,대구 수성구 용학로 246,(지번) 지산동 1205,35.8201906,128.6352671,지산2동
구보타,대구 수성구 용학로35길 62,(지번) 지산동 1257,35.82421769,128.6299101,지산2동
다미돈까스,대구 수성구 무학로37길 42,(지번) 지산동 761-6,35.83222213,128.6296152,지산1동
국시에까스,대구 수성구 용학로42길 24,(지번) 지산동 1196-12,35.82039251,128.6310721,지산2동
마이카츠 대구지산점,대구 수성구 지범로 173 대인빌딩 1층,(지번) 지산동 1288-28,35.82202528,128.6387963,지산1동
금강회초밥,대구 수성구 청수로36길 78-18,(지번) 지산동 992-13,35.8358867,128.6259119,지산1동
대부 3호점,대구 수성구 용학로30길 98 1층,(지번) 지산동 1195,35.82112753,128.6301656,지산2동
오마이카츠 지산점,대구 수성구 지범로23길 19-8,(지번) 지산동 1282-1,35.82383862,128.6377344,지산1동
우마이동,대구 수성구 동대구로20길 94,(지번) 지산동 972-13,35.83819472,128.6294297,지산1동
에덴스시,대구 수성구 용학로31길 34,(지번) 지산동 1244,35.82446882,128.627185,지산2동
최여사네돈까스앤닭발,대구 수성구 파동로3길 100-3,(지번) 파동 169-9,35.81332455,128.6159569,파동
멘무샤 대구스타디움점,대구 수성구 유니버시아드로 140 대구스타디움몰 71호,(지번) 대흥동 504,35.83235156,128.6867739,고산2동
진참치 시지점,대구 수성구 알파시티1로42길 17 이니셜타운 206호,(지번) 대흥동 833-1,35.83779584,128.6836597,고산2동
기소야 스타디움점,대구 수성구 유니버시아드로 140 1층,(지번) 대흥동 504,35.83235156,128.6867739,고산2동
스시쥰,대구 수성구 유니버시아드로 140 82호,(지번) 대흥동 504,35.83235156,128.6867739,고산2동
통통돈까스,대구 수성구 유니버시아드로 140 1층,(지번) 대흥동 504,35.83235156,128.6867739,고산2동
