식당명,주소1,주소2,위도,경도,행정동,,
평소,대구 수성구 범어천로 45,(지번) 범어동 805-411,35.85100273,128.6232803,범어1동,,
청담153숯불바베큐불닭발,대구 수성구 범어로 81,(지번) 범어동 262-1,35.85678486,128.6356989,범어4동,,
삼쏘,대구 수성구 들안로81길 3 1층,(지번) 범어동 1264,35.86619718,128.6178935,범어3동,,
제주별돈,대구 수성구 범어천로 174-1 1층,(지번) 범어동 2179,35.8622035,128.6226103,범어3동,,
북성로불고기,대구 수성구 들안로 394,(지번) 범어동 1426,35.86523225,128.6183676,범어3동,,
대구육회 신천점,대구 수성구 들안로 403,(지번) 범어동 1259,35.86609989,128.6180247,범어3동,,
찜닭대장,대구 수성구 들안로78길 21,(지번) 범어동 1440,35.86523551,128.6191487,범어3동,,
또또양곱창,대구 수성구 달구벌대로480길 5,(지번) 범어동 562-1,35.85851813,128.6248547,범어1동,,
꼴망태 본점,대구 수성구 범어로 137,(지번) 범어동 147-4,35.861668,128.6355097,범어2동,,
목우촌웰빙마을 대구범어점,대구 수성구 범어로 72,(지번) 범어동 271-10,35.85577837,128.6357058,범어4동,,
홍가네 참옻닭,대구 수성구 범어로24길 7,(지번) 범어동 225-2,35.85977984,128.6360792,범어2동,,
야매찜닭,대구 수성구 국채보상로192길 38,(지번) 범어동 430-1,35.86596558,128.6360419,범어2동,,
산갈래닭갈비,대구 수성구 동대구로 369,(지번) 범어동 13-11,35.86341921,128.626403,범어3동,,
진생고기,대구 수성구 상록로 34,(지번) 범어동 27-9,35.86241153,128.6241602,범어3동,,
아맛나 9호점,대구 수성구 동대구로48길 33,(지번) 범어동 650,35.85066987,128.6273477,범어1동,,
고베,대구 수성구 범어로19길 39,(지번) 범어동 201-23,35.85779044,128.6335932,범어4동,,
달리소,대구 수성구 들안로 397-1,(지번) 범어동 1316,35.86562652,128.6179714,범어3동,,
더한우,대구 수성구 국채보상로 962,(지번) 범어동 428-2,35.86711942,128.6357956,범어2동,,
립스틱바른돼지,대구 수성구 범어로20길 78 1층,(지번) 범어동 213-16,35.8578572,128.6400751,범어4동,,
박상민한우&한돈 신천본점,대구 수성구 들안로78길 20,(지번) 범어동 1003-13,35.86504411,128.6192089,범어3동,,
도닭 본점,대구 수성구 들안로 409-1,(지번) 범어동 1148,35.86686227,128.6179965,범어3동,,
무진장 사월점,대구 수성구 달구벌대로659길 61-19 1층,(지번) 사월동 475-2,35.83872662,128.7159968,고산3동,,
소나무가든,대구 수성구 성동로 91,(지번) 사월동 168-4,35.84200569,128.7212852,고산3동,,
사월식육식당,대구 수성구 성동로 41,(지번) 사월동 550-6,35.8383659,128.7235819,고산3동,,
노규창의육박사 사월점,대구 수성구 달구벌대로669길 40 1층,(지번) 사월동 550-3,35.83767858,128.7211639,고산3동,,
최가네고기굽는집,대구 수성구 성동로15길 22,(지번) 사월동 27-1,35.84011173,128.7222449,고산3동,,
막창사냥꾼 사월점,대구 수성구 달구벌대로669길 40,(지번) 사월동 550-3,35.83767858,128.7211639,고산3동,,
근돼왕족발,대구 수성구 달구벌대로669길 40,(지번) 사월동 550-3,35.83767858,128.7211639,고산3동,,
닭스,대구 수성구 달구벌대로661길 22 1층,(지번) 사월동 366-8,35.83694376,128.7197825,고산3동,,
오리세상,대구 수성구 범안로64길 12,(지번) 삼덕동 535,35.82907574,128.6692696,고산2동,,
승정원한우,대구 수성구 들안로 73,(지번) 상동 49-13,35.83633466,128.6163879,상동,,
생고기송학구이,대구 수성구 들안로 65,(지번) 상동 70-2,35.83575041,128.6162165,상동,,
돈모닝,대구 수성구 수성로14길 12,(지번) 상동 383-4,35.83195148,128.6118005,상동,,
금산삼계탕 본점,대구 수성구 들안로 49,(지번) 상동 320-1,35.83420447,128.6162119,상동,,
극동구이,대구 수성구 들안로 1,(지번) 상동 406-8,35.82991381,128.6163951,상동,,
8번가갈비살,대구 수성구 들안로 71,(지번) 상동 49-5,35.83622072,128.6164438,상동,,
열무밭에돈 본점,대구 수성구 수성로 52,(지번) 상동 418-1,35.83013572,128.6111047,상동,,
달맞이,대구 수성구 들안로 11,(지번) 상동 404,35.83086276,128.616238,상동,,
깡돼지깡막창 들안길직영점,대구 수성구 수성로20길 87,(지번) 상동 319-7,35.83410836,128.6158736,상동,,
김형제고기의철학 대구수성못점,대구 수성구 무학로 35,(지번) 상동 415-13,35.82966081,128.6123345,상동,,
꿀꿀이통돼지왕소금구이 들안길점,대구 수성구 들안로 37,(지번) 상동 321-7,35.83320192,128.6164485,상동,,
버들식당,대구 수성구 들안로 33,(지번) 상동 322-3,35.83275221,128.6162231,상동,,
안동한우,대구 수성구 들안로 55,(지번) 상동 320-5,35.8347324,128.6162091,상동,,
묵돌이,대구 수성구 들안로 27,(지번) 상동 402-1,35.8322531,128.6162544,상동,,
가리산삼계탕고디탕,대구 수성구 들안로 61,(지번) 상동 70-5,35.83534458,128.6162131,상동,,
명륜진사갈비 대구들안길중동점,대구 수성구 청수로 48 1층,(지번) 상동 4-2,35.84025458,128.6132408,상동,,
키라쿠엔,대구 수성구 들안로 67,(지번) 상동 70-1,35.83592959,128.6163482,상동,,
쌍쌍오리한마당 수성못점,대구 수성구 용학로 13 1층,(지번) 상동 513,35.82601249,128.6111608,상동,,
패대기 들안길점,대구 수성구 들안로 51-1,(지번) 상동 320-3,35.8344994,128.616233,상동,,
이차돌 대구들안길점,대구 수성구 들안로 31,(지번) 상동 322-4,35.83265321,128.6162204,상동,,
착한안동갈비 상동점,대구 수성구 수성로 118,(지번) 상동 62-2,35.8358211,128.6121755,상동,,
솔밭생수식당 들안길직영점,대구 수성구 들안로 93-1,(지번) 상동 12,35.83831142,128.6161725,상동,,
할매불닭발,대구 수성구 상화로 77,(지번) 상동 68-16,35.835167,128.6156212,상동,,
대박제일생막창,대구 수성구 수성로 102,(지번) 상동 310-2,35.83435462,128.6118973,상동,,
명진뭉티기육회,대구 수성구 상화로 60,(지번) 상동 314,35.83473318,128.6135694,상동,,
무쏘가든,대구 수성구 수성로 128 1층,(지번) 상동 31-1,35.83690806,128.6121486,상동,,
우각정 들안길점,대구 수성구 들안로 37,(지번) 상동 321-7,35.83320192,128.6164485,상동,,
곤지봉한우,대구 수성구 들안로 31,(지번) 상동 322-4,35.83265321,128.6162204,상동,,
김병호의갠찬소,대구 수성구 수성로 160-1,(지번) 상동 2-8,35.83984412,128.6124008,상동,,
덕보막창,대구 수성구 수성로 82,(지번) 상동 349-4,35.83272766,128.6115767,상동,,
소마구참숯갈비,대구 수성구 들안로 23,(지번) 상동 402-2,35.83199159,128.6162538,상동,,
지리산흑돼지,대구 수성구 수성로32길 10 1층,(지번) 상동 25-7,35.83939332,128.6127538,상동,,
셰프의정성,대구 수성구 상화로 77,(지번) 상동 68-16,35.835167,128.6156212,상동,,
소백산식육식당,대구 수성구 상화로7길 8,(지번) 상동 113-8,35.83523167,128.610925,상동,,
참나무장작구이,대구 수성구 상화로 77,(지번) 상동 68-16,35.835167,128.6156212,상동,,
안동한우촌,대구 수성구 상화로 25,(지번) 상동 127-3,35.83474284,128.609813,상동,,
날꾸버잡수,대구 수성구 수성로14길 9,(지번) 상동 347-7,35.83217471,128.6117987,상동,,
김주연왕족발,대구 수성구 수성로 91,(지번) 상동 286-3,35.83357027,128.6112044,상동,,
김가네숯불명가,대구 수성구 수성로14길 89-14,(지번) 상동 322-1,35.83306827,128.6161945,상동,,
참뽈살&갈비살 상동점,대구 수성구 수성로14길 17,(지번) 상동 338-10,35.8322256,128.6121567,상동,,
동네숯불갈비,대구 수성구 수성로14길 34,(지번) 상동 384-6,35.83204699,128.6130034,상동,,
쪽갈비에미치닭 상동점,대구 수성구 수성로19길 10 1층,(지번) 상동 292,35.83398157,128.6108805,상동,,
유쾌한양대창 들안길본점,대구 수성구 들안로 51,(지번) 상동 320-2,35.83440039,128.6162309,상동,,
벽창우,대구 수성구 들안로 21-1,(지번) 상동 402-3,35.8317993,128.6162262,상동,,
우녹집 본점,대구 수성구 들안로9길 68-15,(지번) 상동 397-4,35.83152149,128.6148176,상동,,
쫄따구왕족발,대구 수성구 상화로4길 21,(지번) 상동 253-6,35.83361417,128.609758,상동,,
포크집,대구 수성구 신천동로 112,(지번) 상동 192-6,35.83514618,128.6070132,상동,,
경신상회,대구 수성구 수성로20길 87,(지번) 상동 319-7,35.83410836,128.6158736,상동,,
장수찜닭,대구 수성구 들안로 71,(지번) 상동 49-5,35.83622072,128.6164438,상동,,
베짱이,대구 수성구 들안로 81-1,(지번) 상동 48,35.83717081,128.6161755,상동,,
이게고기다,대구 수성구 신천동로26길 4,(지번) 상동 149-18,35.83662306,128.6072967,상동,,
배달돼지예,대구 수성구 상화로 16,(지번) 상동 248-16,35.83440301,128.6086965,상동,,
양반골,대구 수성구 상화로 34,(지번) 상동 261-7,35.8345563,128.6107477,상동,,
오리명가,대구 수성구 성동로 183,(지번) 성동 418-2,35.85015202,128.7211813,고산3동,,
성동한우식육식당,대구 수성구 성동로 183,(지번) 성동 418-2,35.85015202,128.7211813,고산3동,,
팔공,대구 수성구 수성로 331 1층,(지번) 수성동1가 217-4,35.85510627,128.61342,수성1가동,,
박대포소갈비,대구 수성구 수성로 339-1,(지번) 수성동1가 222-6,35.85589088,128.6134812,수성1가동,,
정가대박집 중동점,대구 수성구 수성로 267,(지번) 수성동1가 523-2,35.84941515,128.6126305,수성1가동,,
스카이막창 본점,대구 수성구 신천동로 300,(지번) 수성동1가 641-46,35.85165033,128.6089762,수성1가동,,
마을불고기,대구 수성구 달구벌대로456길 22,(지번) 수성동1가 88-12,35.85896912,128.6110822,수성1가동,,
술오름 수성점,대구 수성구 달구벌대로458길 40,(지번) 수성동1가 110-1,35.85797397,128.6125207,수성1가동,,
원조대구막창,대구 수성구 수성로69길 14 1층,(지번) 수성동1가 223-1,35.8561493,128.6134495,수성1가동,,
족발야시장 대구수성점,대구 수성구 수성로 317,(지번) 수성동1가 275-7,35.85392657,128.613253,수성1가동,,
금돈미가,대구 수성구 수성로53길 24,(지번) 수성동1가 491,35.85006192,128.6117165,수성1가동,,
청담원,대구 수성구 명덕로73길 60-4,(지번) 수성동1가 249-362,35.8572482,128.611278,수성1가동,,
에쿠스 본점,대구 수성구 신천동로 302,(지번) 수성동1가 641-45,35.85175105,128.6089918,수성1가동,,
모이라찜닭 본점,대구 수성구 달구벌대로456길 26,(지번) 수성동1가 88-17,35.85877402,128.6110015,수성1가동,,
영천생고기,대구 수성구 신천동로 298,(지번) 수성동1가 649-7,35.85148498,128.6088878,수성1가동,,
장원막창,대구 수성구 수성로 367-1,(지번) 수성동1가 112-9,35.85845312,128.6136137,수성1가동,,
빨쓰찜닭치킨 본점,대구 수성구 수성로 285,(지번) 수성동1가 423-3,35.85101799,128.6130288,수성1가동,,
부자돼지촌,대구 수성구 수성로53길 23,(지번) 수성동1가 490-1,35.84992167,128.6116783,수성1가동,,
족이좋아서,대구 수성구 수성로51길 16,(지번) 수성동1가 528-10,35.84905551,128.6120395,수성1가동,,
삼겹구이 원플러스원전문점,대구 수성구 수성로53길 48,(지번) 수성동1가 547-6,35.85033723,128.6104256,수성1가동,,
88수성교찜갈비,대구 수성구 달구벌대로456길 21,(지번) 수성동1가 89-11,35.85892345,128.6112955,수성1가동,,
반마리가격에한마리반한찜닭,대구 수성구 명덕로76길 107,(지번) 수성동1가 507-4,35.84969607,128.6115939,수성1가동,,
돼질네쭈꿀네,대구 수성구 희망로19길 46,(지번) 수성동1가 657-11,35.84935085,128.6097389,수성1가동,,
눈꽃을나누다 수성본점,대구 수성구 수성로68길 5 1층,(지번) 수성동2가 251-4,35.85519286,128.6140574,수성2.3가동,,
대백양곱창,대구 수성구 수성로76길 10,(지번) 수성동2가 228,35.85720958,128.6145499,수성2.3가동,,
식도락,대구 수성구 수성로74길 8 1층,(지번) 수성동2가 234,35.85668365,128.6143575,수성2.3가동,,
일월산돼지갈비 수성점,대구 수성구 수성로 334,(지번) 수성동2가 251-2,35.85527684,128.6139575,수성2.3가동,,
윤봉근 생돼지고기전문점 직영점,대구 수성구 수성로 356,(지번) 수성동2가 231-3,35.8572684,128.6140756,수성2.3가동,,
모모한우진갈비 수성점,대구 수성구 수성로 344-1,(지번) 수성동2가 239-2,35.85633176,128.6140147,수성2.3가동,,
김충기꽃삼겹 수성점,대구 수성구 수성로68길 17,(지번) 수성동2가 155-8,35.85515964,128.6146924,수성2.3가동,,
길섶한돈,대구 수성구 수성로 302,(지번) 수성동2가 280-2,35.85249598,128.613651,수성2.3가동,,
한우잡는날,대구 수성구 들안로 265,(지번) 수성동2가 65-2,35.85373848,128.6168406,수성2.3가동,,
기분좋은날막창,대구 수성구 수성로 316-1,(지번) 수성동2가 268-3,35.85375534,128.6137772,수성2.3가동,,
이가네목장 웃는소카페 성당시장2호점,대구 수성구 들안로 239,(지번) 수성동2가 109-10,35.8514454,128.6165149,수성2.3가동,,
북성로우동&불고기,대구 수성구 수성로 328,(지번) 수성동2가 258-2,35.85483944,128.6138492,수성2.3가동,,
소문난안동구시장찜닭,대구 수성구 수성로62길 8,(지번) 수성동2가 275-2,35.85270678,128.6139908,수성2.3가동,,
이동근선산곱창막창 수성점,대구 수성구 수성로 354,(지번) 수성동2가 232-1,35.85708963,128.6141546,수성2.3가동,,
정돈 대구본점,대구 수성구 들안로 239,(지번) 수성동2가 109-10,35.8514454,128.6165149,수성2.3가동,,
더피그,대구 수성구 수성로 302,(지번) 수성동2가 280-2,35.85249598,128.613651,수성2.3가동,,
참소우야,대구 수성구 수성로70길 45 1층,(지번) 수성동2가 44-2,35.85561465,128.6163926,수성2.3가동,,
화성참숯초벌구이,대구 수성구 수성로 348,(지번) 수성동2가 238-1,35.85654656,128.6142117,수성2.3가동,,
형진식당,대구 수성구 들안로 281,(지번) 수성동2가 39-4,35.85518807,128.616759,수성2.3가동,,
순창식육,대구 수성구 수성로 318,(지번) 수성동2가 265-3,35.85391475,128.6138041,수성2.3가동,,
오빠막창 수성점,대구 수성구 수성로58길 7 두원상가아파트 1층 103호,(지번) 수성동2가 284-2,35.85184977,128.6138787,수성2.3가동,,
명동식당,대구 수성구 수성로76길 6,(지번) 수성동2가 231-1,35.85725805,128.6142962,수성2.3가동,,
더 돈 드림,대구 수성구 수성로68길 48,(지번) 수성동2가 55-8,35.85492404,128.6162898,수성2.3가동,,
호야네닭발 수성점,대구 수성구 수성로70길 46,(지번) 수성동2가 47-1,35.85544187,128.6163546,수성2.3가동,,
즉석대가왕족발,대구 수성구 수성로58길 15,(지번) 수성동2가 217-4,35.8518284,128.6142551,수성2.3가동,,
탐미육방,대구 수성구 수성로 344-1 1층,(지번) 수성동2가 239-2,35.85633176,128.6140147,수성2.3가동,,
정일품생고기,대구 수성구 수성로 334,(지번) 수성동2가 251-1,35.85527684,128.6139575,수성2.3가동,,
대박왕족발보쌈,대구 수성구 수성로58길 43,(지번) 수성동2가 107-2,35.85172375,128.6158263,수성2.3가동,,
영천,대구 수성구 들안로 281,(지번) 수성동2가 39-4,35.85518807,128.616759,수성2.3가동,,
김무열순한우쇠고기 수성점,대구 수성구 들안로 281,(지번) 수성동2가 39-4,35.85518807,128.616759,수성2.3가동,,
내가왕이될족인가 본점,대구 수성구 수성로60길 6,(지번) 수성동2가 285,35.85221098,128.6137426,수성2.3가동,,
뿔뚝이,대구 수성구 수성로 300,(지번) 수성동2가 286,35.85222381,128.6135986,수성2.3가동,,
철수찜닭,대구 수성구 수성로64길 8,(지번) 수성동2가 270-3,35.85323299,128.6140292,수성2.3가동,,
팔도궁중찜닭 수성점,대구 수성구 명덕로 456,(지번) 수성동3가 193-1,35.85388075,128.619986,수성2.3가동,,
참숯불뭉티기,대구 수성구 청솔로 73-1,(지번) 수성동3가 79-2,35.853189,128.6206494,수성2.3가동,,
하루카,대구 수성구 청솔로 135,(지번) 수성동3가 14-2,35.85873172,128.6212386,수성2.3가동,,
삼겹살롱,대구 수성구 명덕로 442 1층,(지번) 수성동3가 333-1,35.85399185,128.618375,수성2.3가동,,
더돈,대구 수성구 들안로64길 39 2층,(지번) 수성동3가 20-3,35.85875461,128.6198692,수성2.3가동,,
장충동왕족발 수성직영점,대구 수성구 들안로48길 37,(지번) 수성동3가 236-2,35.85150627,128.619121,수성2.3가동,,
목우촌웰빙마을 대구수성점,대구 수성구 명덕로 455 수성3가롯데캐슬아파트 101동 106호,(지번) 수성동3가 57,35.85603622,128.6205181,수성2.3가동,,
청춘닭꼬치 대구수성점,대구 수성구 들안로48길 37 1층,(지번) 수성동3가 236-2,35.85150627,128.619121,수성2.3가동,,
제주돈,대구 수성구 명덕로 442,(지번) 수성동3가 333-1,35.85399185,128.618375,수성2.3가동,,
정원한우갈비 본점,대구 수성구 범어천로 151-28,(지번) 수성동4가 985-68,35.86049018,128.6216347,수성4가동,,
바를램,대구 수성구 들안로 365 창일빌딩 1층,(지번) 수성동4가 1024-2,35.86272267,128.6176043,수성4가동,,
징기스 대구수성점,대구 수성구 들안로 337 1층,(지번) 수성동4가 1022-12,35.86035476,128.6174223,수성4가동,,
대찬구이,대구 수성구 범어천로 213 2층,(지번) 수성동4가 1012-23,35.86385679,128.6184445,수성4가동,,
일통왕소금구이,대구 수성구 달구벌대로 2341-1,(지번) 수성동4가 1020-23,35.85995673,128.6185458,수성4가동,,
정족발,대구 수성구 들안로67길 30-5,(지번) 수성동4가 1023-10,35.86117693,128.6172776,수성4가동,,
우각정 본점,대구 수성구 신천동로 450,(지번) 수성동4가 1174-4,35.86362031,128.6128119,수성4가동,,
송원생고기육회,대구 수성구 신천동로88길 69,(지번) 수성동4가 1186-13,35.86033357,128.6128059,수성4가동,,
베테랑 본점,대구 수성구 들안로 367 1층,(지번) 수성동4가 1024-3,35.86284161,128.6176319,수성4가동,,
쪽쪽갈비,대구 수성구 들안로 368 1층,(지번) 수성동4가 1014-7,35.86283529,128.6181343,수성4가동,,
양곱이,대구 수성구 들안로 347,(지번) 수성동4가 1023-30,35.86110633,128.6175211,수성4가동,,
이진태왕소금구이 수성점,대구 수성구 들안로 377,(지번) 수성동4가 1026-2,35.8638943,128.617798,수성4가동,,
박대포소금구이,대구 수성구 들안로 376-1,(지번) 수성동4가 1012-7,35.86364524,128.6183216,수성4가동,,
미가생고기,대구 수성구 들안로67길 40 1층,(지번) 수성동4가 1028-19,35.86154655,128.6167912,수성4가동,,
오렌지가막창,대구 수성구 들안로 353-1,(지번) 수성동4가 1023-36,35.86163052,128.6175149,수성4가동,,
목구멍 수성점,대구 수성구 들안로67길 30-4 1층,(지번) 수성동4가 1022-7,35.86092268,128.6171065,수성4가동,,
홍춘천치즈닭갈비 수성1점,대구 수성구 들안로 338,(지번) 수성동4가 1021-6,35.86021964,128.6178602,수성4가동,,
블랭 신천점,대구 수성구 들안로73길 9 1층,(지번) 수성동4가 1027-1,35.8635002,128.6172347,수성4가동,,
무쏘 대구수성점,대구 수성구 들안로 337,(지번) 수성동4가 1022-12,35.86035476,128.6174223,수성4가동,,
연탄꽃삼겹 수성4가점,대구 수성구 들안로67길 26 1층,(지번) 수성동4가 1022-4,35.86093943,128.6168927,수성4가동,,
최영득얼큰이선산곱창 본점,대구 수성구 들안로 383,(지번) 수성동4가 1052-2,35.86417719,128.6177856,수성4가동,,
세광양대창 대구수성점,대구 수성구 달구벌대로467길 13,(지번) 수성동4가 1021-5,35.86014278,128.6180668,수성4가동,,
꽃돼지식당,대구 수성구 들안로 382,(지번) 수성동4가 1012-4,:35.8640051,128.618265,수성4가동,,
일등양,대구 수성구 들안로 338,(지번) 수성동4가 1021-6,35.86021964,128.6178602,수성4가동,,
봉산동 생고기집 신천시장점,대구 수성구 들안로73길 3-6,(지번) 수성동4가 1024-32,35.86329804,128.6175512,수성4가동,,
박상민의숙성삼겹 신천점,대구 수성구 들안로 381,(지번) 수성동4가 1052-5,35.86411409,128.6177807,수성4가동,,
우야지막창 범어점,대구 수성구 범어천로 147-8,(지번) 수성동4가 985-24,35.86016525,128.6219803,수성4가동,,
가장맛있는족발 대구수성점,대구 수성구 들안로 353,(지번) 수성동4가 1023-2,35.86151284,128.6175407,수성4가동,,
땡초불닭발 수성본점,대구 수성구 들안로 337,(지번) 수성동4가 1022-12,35.86035476,128.6174223,수성4가동,,
이가네안동생갈비,대구 수성구 달구벌대로 2341-2,(지번) 수성동4가 1020-33,35.86001659,128.6186511,수성4가동,,
정삼,대구 수성구 범어천로 213,(지번) 수성동4가 1012-23,35.86385679,128.6184445,수성4가동,,
한우삼총사,대구 수성구 들안로67길 81,(지번) 수성동4가 1060-23,35.86341425,128.6162021,수성4가동,,
일품육박사,대구 수성구 들안로 376-9 1층,(지번) 수성동4가 1012-9,35.8636087,128.6188864,수성4가동,,
금차돌,대구 수성구 들안로 376-5 1층,(지번) 수성동4가 1012-12,35.86363487,128.6186161,수성4가동,,
수성구1번지 본점,대구 수성구 신천동로 454,(지번) 수성동4가 1172-1,35.863888,128.6133046,수성4가동,,
연남물갈비,대구 수성구 수성로 393 수성하이츠상가139호,(지번) 수성동4가 1090-8,35.86116149,128.6132923,수성4가동,,
애정갈비 수성직영점,대구 수성구 들안로 343 1층,(지번) 수성동4가 1022-2,35.86081844,128.6174388,수성4가동,,
신천뒷고기,대구 수성구 들안로 376-3,(지번) 수성동4가 1012-5,35.86363202,128.6184601,수성4가동,,
다소니양곱창,대구 수성구 들안로 368,(지번) 수성동4가 1014-7,35.86283529,128.6181343,수성4가동,,
참나무장작구이삼돈,대구 수성구 범어천로 155-31,(지번) 수성동4가 980-20,35.86134348,128.6222408,수성4가동,,
대동왕생갈비,대구 수성구 들안로 344,(지번) 수성동4가 1021-13,35.86072262,128.617943,수성4가동,,
육백집 수성점,대구 수성구 들안로 353-1,(지번) 수성동4가 1023-36,35.86163052,128.6175149,수성4가동,,
오우막창,대구 수성구 달구벌대로469길 24,(지번) 수성동4가 1009-13,35.86082719,128.6193582,수성4가동,,
위풍당닭,대구 수성구 들안로73길 15,(지번) 수성동4가 1027-39,35.86351128,128.6169204,수성4가동,,
곱창백화점,대구 수성구 달구벌대로469길 8-1,(지번) 수성동4가 1009-33,35.86035354,128.6196394,수성4가동,,
야네랑,대구 수성구 범어천로 171,(지번) 수성동4가 980-3,35.86194419,128.6221332,수성4가동,,
단지막창 신천점,대구 수성구 들안로 367,(지번) 수성동4가 1024-3,35.86284161,128.6176319,수성4가동,,
한우리애,대구 수성구 수성로 393,(지번) 수성동4가 1090-8,35.86116149,128.6132923,수성4가동,,
오덕후 집으로돼지 수성점,대구 수성구 들안로73길 31-1,(지번) 수성동4가 1060-26,35.86350564,128.6160606,수성4가동,,
계돌이 본점,대구 수성구 들안로 357,(지번) 수성동4가 1023-11,35.86189753,128.6176021,수성4가동,,
늘봄갈비,대구 수성구 신천동로88길 55,(지번) 수성동4가 1186-4,35.86089467,128.6128688,수성4가동,,
수성족발 신천시장직영점,대구 수성구 들안로 344,(지번) 수성동4가 1021-13,35.86072262,128.617943,수성4가동,,
화우갈비 신천본점,대구 수성구 범어천로 213 1층,(지번) 수성동4가 1012-23,35.86385679,128.6184445,수성4가동,,
두근돼지김치찜,대구 수성구 달구벌대로467길 17,(지번) 수성동4가 1021,35.86026963,128.6180756,수성4가동,,
서우기곱창,대구 수성구 들안로 349,(지번) 수성동4가 1023-21,35.86129888,128.6175234,수성4가동,,
서면양곱창,대구 수성구 들안로77길 1,(지번) 수성동4가 1053-3,35.86426546,128.617722,수성4가동,,
안동찜닭,대구 수성구 들안로73길 31-8,(지번) 수성동4가 1060-35,35.86349922,128.6156804,수성4가동,,
황제족발,대구 수성구 신천동로96길 8,(지번) 수성동4가 1157-1,35.86614623,128.6149098,수성4가동,,
봉한뭉티기,대구 수성구 들안로73길 25,(지번) 수성동4가 1057-7,35.86352313,128.6165551,수성4가동,,
하늘타리 시지본점,대구 수성구 천을로 11 1층,(지번) 시지동 156,35.84407913,128.6917332,고산2동,,
막창도둑 알파시티점,대구 수성구 시지로 16 1층,(지번) 시지동 485-6,35.84123663,128.6923063,고산2동,,
이형택식육식당,대구 수성구 시지로 42,(지번) 시지동 489-3,35.83961602,128.6938995,고산2동,,
시지고기마트정육식당,대구 수성구 달구벌대로618길 1 1층,(지번) 시지동 253-2,35.84254999,128.6956712,고산2동,,
돈애반해 시지점,대구 수성구 시지로 36 1층,(지번) 시지동 489,35.83972368,128.6933007,고산2동,,
막창사냥꾼 시지직영점,대구 수성구 시지로 84-1 1층,(지번) 시지동 495-2,35.83683409,128.6965657,고산2동,,
달인의찜닭 시지점,대구 수성구 달구벌대로618길 11 2층,(지번) 시지동 382-5,35.84169325,128.6955777,고산2동,,
미스터삼겹,대구 수성구 알파시티2로3길 72 1층,(지번) 시지동 577-4,35.84035339,128.6919636,고산2동,,
맛족 맛있는돈족발 노변직영점,대구 수성구 시지로 90 1층,(지번) 시지동 495-5,35.83676288,128.6970012,고산2동,,
시골장터삼겹살,대구 수성구 시지로3길 58,(지번) 시지동 381-6,35.84184422,128.6957354,고산2동,,
금족발,대구 수성구 시지로 25,(지번) 시지동 488,35.84029262,128.6928424,고산2동,,
와글와글,대구 수성구 시지로1길 29,(지번) 시지동 253-3,35.84239317,128.6956533,고산2동,,
동부갈비,대구 수성구 시지로 72 1층,(지번) 시지동 492-1,35.83765877,128.6954644,고산2동,,
큰집한우식육식당,대구 수성구 달구벌대로 3121-5,(지번) 시지동 271-9,35.84298225,128.6985939,고산2동,,
이베리코흑돼지생막창,대구 수성구 시지로 36,(지번) 시지동 489,35.83972368,128.6933007,고산2동,,
오늘도족발에한잔 시지점,대구 수성구 알파시티2로 48 수성알파시티 동아아이위시 단지내 상가 503동 112호,(지번) 시지동 591,35.83795899,128.6931666,고산2동,,
김준호의대단한갈비 대구시지점,대구 수성구 달구벌대로 3122,(지번) 시지동 600,35.84199608,128.698515,고산2동,,
이응닭갈비,대구 수성구 시지로 22 수성중앙빌딩 1층 101호,(지번) 시지동 578,35.84076881,128.6922903,고산2동,,
닭올닭,대구 수성구 시지로 8,(지번) 시지동 237-1,35.84205421,128.6918858,고산2동,,
먹보마을,대구 수성구 천을로8길 10,(지번) 시지동 123-1,35.84420216,128.6958029,고산2동,,
불타는 막창곰장어,대구 수성구 시지로 40,(지번) 시지동 489-2,35.83963551,128.6937063,고산2동,,
일미리금계찜닭 시지점,대구 수성구 달구벌대로 3072-7,(지번) 시지동 249-7,35.84241573,128.6932428,고산2동,,
빠른돼지삼형제,대구 수성구 달구벌대로625길 7,(지번) 시지동 271,35.84295942,128.6989848,고산2동,,
호동이숯불촌 시지점,대구 수성구 노변공원로 27-3,(지번) 시지동 502-3,35.83948528,128.6992396,고산2동,,
구워주는삼겹살집 시지직영점,대구 수성구 알파시티2로3길 82 1층,(지번) 시지동 576-5,35.8402191,128.6914473,고산2동,,
오늘도막창 뒷고기,대구 수성구 달구벌대로 3107 상가 1호,(지번) 시지동 45-6,35.8432028,128.6971941,고산2동,,
맨날족이야 시지점,대구 수성구 달구벌대로625길 7,(지번) 시지동 271-1,35.84295942,128.6989848,고산2동,,
옛날석쇠불고기,대구 수성구 시지로 41,(지번) 시지동 488-15,35.84003505,128.6938484,고산2동,,
만구상회,대구 수성구 시지로 90,(지번) 시지동 495-5,35.83676288,128.6970012,고산2동,,
단아정,대구 수성구 달구벌대로619길 8,(지번) 시지동 54-2,35.84360175,128.6966507,고산2동,,
홍림,대구 수성구 신매로19길 56 1층,(지번) 신매동 567-42,35.83959897,128.7066358,고산1동,,
금곡삼계탕,대구 수성구 고산로 96 1층,(지번) 신매동 567-55,35.8393007,128.7047821,고산1동,,
김태근한방돼지갈비 시지점,대구 수성구 달구벌대로 3213,(지번) 신매동 366-4,35.84028522,128.7084591,고산3동,,
