식당명,주소1,주소2,위도,경도,행정동,
갓샐러드 시지점,대구 수성구 시지로 25-16,(지번) 시지동 488-8,35.84015498,128.6940283,고산2동,
이디야커피 대구수성알파시티점,대구 수성구 시지로 22 수성중앙빌딩,(지번) 시지동 578,35.84076881,128.6922903,고산2동,
디저트39 알파시티점,대구 수성구 알파시티2로 28,(지번) 시지동 584-2,35.83968326,128.6922298,고산2동,
아틀리에빈 고산점,대구 수성구 천을로 60,(지번) 시지동 102,35.84474847,128.697108,고산2동,
까페페르보이,대구 수성구 달구벌대로 3105 2층,(지번) 시지동 45-5,35.84308255,128.6967948,고산2동,
읍천리 시지점,대구 수성구 시지로14길 17 1층,(지번) 시지동 493-14,35.83737887,128.6950686,고산2동,
마커스커피,대구 수성구 시지로 14-3,(지번) 시지동 485-1,35.84123746,128.6921006,고산2동,
빽다방 대구알파시티점,대구 수성구 알파시티2로 26,(지번) 시지동 584-1,35.83962525,128.6920235,고산2동,
카페봄봄 알파시티점,대구 수성구 알파시티2로 29 1층,(지번) 시지동 578-4,35.84012801,128.6923098,고산2동,
더리터 대구알파시티점,대구 수성구 알파시티2로 27,(지번) 시지동 579-7,35.84005631,128.6919878,고산2동,
핑퐁커피 알파시티점,대구 수성구 알파시티2로 24 102호,(지번) 시지동 584,35.83957598,128.6918297,고산2동,
카페달달,대구 수성구 알파시티2로 20 1층,(지번) 시지동 583-3,35.83950428,128.691591,고산2동,
마이리틀퐁,대구 수성구 천을로 36 1층,(지번) 시지동 146-6,35.84475066,128.6946418,고산2동,
아틀리에빈 노변점,대구 수성구 노변공원로 43,(지번) 시지동 500,35.83809569,128.6984462,고산2동,
템푸스커피,대구 수성구 달구벌대로 3099 1층,(지번) 시지동 130-4,35.84319323,128.6962129,고산2동,
마노커피,대구 수성구 알파시티2로12길 16-14 1층,(지번) 시지동 594-4,35.83683853,128.6934342,고산2동,
라포미 시지점3호,대구 수성구 달구벌대로 3102,(지번) 시지동 462-138,35.84257925,128.6960813,고산2동,
커피마마 노변점,대구 수성구 시지로 55 상가 1동 202호,(지번) 시지동 498,35.83816085,128.6960922,고산2동,
닥터커피,대구 수성구 알파시티2로 19 알파N시티 1층,(지번) 시지동 579-3,35.83988565,128.6914174,고산2동,
토리커피,대구 수성구 노변공원로 23,(지번) 시지동 503,35.8399396,128.6988662,고산2동,
디오디커피,대구 수성구 노변공원로3길 7,(지번) 시지동 506-6,35.84061405,128.6997484,고산2동,
셀프바리스타 시지점,대구 수성구 시지로3길 66-10,(지번) 시지동 383-9,35.84155963,128.6958193,고산2동,
반할커피 시지점,대구 수성구 노변공원로 23 101호,(지번) 시지동 503-4,35.8399396,128.6988662,고산2동,
무인다방 대구시지점,대구 수성구 달구벌대로 3134 1층,(지번) 시지동 314-6,35.84172833,128.6997845,고산2동,
카페101,대구 수성구 시지로 41 1층,(지번) 시지동 488-15,35.84003505,128.6938484,고산2동,
라우디,대구 수성구 시지로 31 1층,(지번) 시지동 488-14,35.84011209,128.6930624,고산2동,
더하트2016커피,대구 수성구 시지로 10,(지번) 시지동 239,35.84198386,128.6921458,고산2동,
인D커피,대구 수성구 달구벌대로622길 3,(지번) 시지동 258-9,35.84204293,128.6976234,고산2동,
카페꽃이피다 시지점,대구 수성구 노변공원로 7 1층,(지번) 시지동 508-3,35.84138009,128.6991383,고산2동,
몬스터커피 알파시티점,대구 수성구 알파시티2로 23 1층,(지번) 시지동 579-5,35.83995711,128.6916413,고산2동,
더로즈,대구 수성구 알파시티2로 64 수성에비뉴 1층 104호,(지번) 시지동 596-2,35.83723279,128.6940214,고산2동,
프리울리,대구 수성구 시지로 55 상가2동 1층 103호,(지번) 시지동 498,35.83816085,128.6960922,고산2동,
카페플랜 시지점,대구 수성구 달구벌대로 3122 고산역화성파크드림 상가 101동 1층 109호,(지번) 시지동 600,35.84199608,128.698515,고산2동,
바바빈,대구 수성구 달구벌대로621길 6,(지번) 시지동 49-8,35.84353063,128.697271,고산2동,
만렙커피 대구시지점,대구 수성구 알파시티2로 19,(지번) 시지동 579,35.83988565,128.6914174,고산2동,
에잇코너스,대구 수성구 천을로 6,(지번) 시지동 169-6,35.84362334,128.692373,고산2동,
혜윰생각,대구 수성구 천을로 42,(지번) 시지동 76-3,35.84474406,128.6951291,고산2동,
커피NO.5,대구 수성구 노변공원로7길 3,(지번) 시지동 500-5,35.83792921,128.6987553,고산2동,
카페플러스알파,대구 수성구 알파시티2로9길 8,(지번) 시지동 589-3,35.83893012,128.693916,고산2동,
카페키다리,대구 수성구 천을로 70,(지번) 시지동 41,35.84480743,128.6982414,고산2동,
아티잔,대구 수성구 시지로 10 1층,(지번) 시지동 239,35.84198386,128.6921458,고산2동,
달콤푸릇 시지점,대구 수성구 노변공원로 22,(지번) 시지동 509,35.84036587,128.6974548,고산2동,
커피마시로,대구 수성구 달구벌대로617길 10,(지번) 시지동 134-3,35.84382324,128.6958659,고산2동,
컵스쿠쿠,대구 수성구 노변공원로 11-1,(지번) 시지동 508-6,35.84096168,128.6990431,고산2동,
카페레 써Cafe Lesser,대구 수성구 알파시티2로 18,(지번) 시지동 583-2,35.83945557,128.6914023,고산2동,
구스토빈,대구 수성구 노변공원로3길 2-13,(지번) 시지동 502,35.83968698,128.699098,고산2동,
온기에반하다,대구 수성구 달구벌대로622길 3 2층,(지번) 시지동 258-9,35.84204293,128.6976234,고산2동,
더커피,대구 수성구 천을로8길 5,(지번) 시지동 80,35.84456379,128.6955661,고산2동,
다온,대구 수성구 노변공원로 43 1층,(지번) 시지동 500,35.83809569,128.6984462,고산2동,
마주하다,대구 수성구 천을로8길 1,(지번) 시지동 78-1,35.84469768,128.6953567,고산2동,
굿아프리칸,대구 수성구 천을로 70,(지번) 시지동 41,35.84480743,128.6982414,고산2동,
주식회사 윈넷,대구 수성구 고모로 15-1,(지번) 시지동 196-15,35.84384927,128.6879393,고산2동,
봄봄 고산점,대구 수성구 천을로 91 301동 1층 102호,(지번) 시지동 28,35.84486616,128.6998865,고산2동,
초심스터디카페 알파시티점,대구 수성구 알파시티2로 28 3층,(지번) 시지동 584-2,35.83968326,128.6922298,고산2동,
카페마테라,대구 수성구 달구벌대로617길 7,(지번) 시지동 135-4,35.84382483,128.6955558,고산2동,
스터디메이트스터디카페,대구 수성구 달구벌대로 3102,(지번) 시지동 462-138,35.84257925,128.6960813,고산2동,
두웰스터디카페,대구 수성구 천을로 91,(지번) 시지동 28,35.84486616,128.6998865,고산2동,
더이룸스터디카페 시지센터,대구 수성구 달구벌대로 3114 3층,(지번) 시지동 258-4,35.84231468,128.6974466,고산2동,
스터디카페구겐하임 고산점,대구 수성구 알파시티2로 37,(지번) 시지동 587-2,35.83940549,128.6930386,고산2동,
작심스터디카페 대구고산점,대구 수성구 시지로 50-1 3층,(지번) 시지동 489-5,35.83944684,128.6938898,고산2동,
ㅁㅛㅇ반찬 한식까페,대구 수성구 노변공원로3길 6,(지번) 시지동 505,35.84043785,128.6995597,고산2동,
더이룸스터디카페,대구 수성구 알파시티2로 33 2층,(지번) 시지동 587,35.83972893,128.6929729,고산2동,
아우프나우트,대구 수성구 달구벌대로 3256 1층,(지번) 신매동 184,35.83770731,128.7119381,고산1동,
스타벅스 대구시지점,대구 수성구 달구벌대로 3216,(지번) 신매동 567-43,35.8395054,128.708019,고산1동,
켑트커피,대구 수성구 달구벌대로650길 15 1층,(지번) 신매동 144,35.83684269,128.7105573,고산1동,
카페아이올리,대구 수성구 달구벌대로652길 16 1,(지번) 신매동 149-4,35.83669904,128.7109379,고산1동,
투썸플레이스 대구시지점,대구 수성구 달구벌대로645길 11,(지번) 신매동 273,35.8403986,128.709842,고산3동,
설빙 시지점,대구 수성구 고산로 102-4,(지번) 신매동 567-34,35.83945031,128.7054089,고산1동,
1LL 신매점,대구 수성구 달구벌대로650길 3 1층,(지번) 신매동 222,35.83786255,128.7111175,고산1동,
커피명가 시지점,대구 수성구 달구벌대로 3204-1,(지번) 신매동 567-13,35.83979415,128.7066806,고산1동,
투썸플레이스 대구시지욱수천점,대구 수성구 욱수천로 78-1 1,(지번) 신매동 88-5,35.83510793,128.7119934,고산1동,
파스쿠찌 대구시지점,대구 수성구 신매로19길 46,(지번) 신매동 567-58,35.83948673,128.7072416,고산1동,
우드테일러스카페,대구 수성구 신매로4길 3,(지번) 신매동 588-8,35.83274701,128.7081088,고산1동,
시레나커피,대구 수성구 고산로 104-1 1층,(지번) 신매동 567-56,35.83986552,128.7051766,고산1동,
카페벨,대구 수성구 신매로16길 16-6 1층,(지번) 신매동 577-3,35.83692237,128.7097899,고산1동,
슬라블라슬라임인스,대구 수성구 달구벌대로645길 11 4층 403호,(지번) 신매동 273,35.84024143,128.709789,고산3동,
빽다방 대구신매협화점,대구 수성구 신매로 91 협화상가 113동 104호,(지번) 신매동 570,35.83748944,128.7069585,고산1동,
아틀리에빈 사월점,대구 수성구 달구벌대로 3300-5,(지번) 신매동 10-11,35.83610762,128.7161322,고산1동,
읽다익다,대구 수성구 고산로4안길 33-10 1층,(지번) 신매동 607-3,35.83105682,128.7043794,고산1동,
공차 대구시지점,대구 수성구 달구벌대로 3204 1층,(지번) 신매동 567-60,35.83994183,128.7069165,고산1동,
메가MGC커피 시지신매점,대구 수성구 신매로 91 상가 111동 105호,(지번) 신매동 570,35.83748944,128.7069585,고산1동,
프린트카페 대구사월역점,대구 수성구 달구벌대로 지하 3290 사월역 지하 1층,(지번) 신매동 10-1,35.8367659,128.7153618,고산1동,
코페아커피,대구 수성구 고산로18길 5,(지번) 신매동 567-67,35.83922231,128.7052645,고산1동,
달콤커피 대구시지점,대구 수성구 고산로 102-5 2층,(지번) 신매동 567-53,35.83939264,128.7050724,고산1동,
리더스커피,대구 수성구 달구벌대로 3204 7층,(지번) 신매동 567-60,35.83994183,128.7069165,고산1동,
카페캔버스 신매점,대구 수성구 달구벌대로649길 14 아이프라임신매아파트 상가동 302동 1층 102호,(지번) 신매동 230,35.83890959,128.712362,고산3동,
플로미슈X아제트,대구 수성구 신매로2길 5 1층,(지번) 신매동 592-9,35.83161864,128.7079295,고산1동,
카페봄봄 시지점,대구 수성구 신매로19길 54,(지번) 신매동 567-41,35.83956328,128.7068009,고산1동,
커피랑도서관 대구시지점,대구 수성구 달구벌대로 3220 2층,(지번) 신매동 567-20,35.83922441,128.7085794,고산1동,
더벤티 시지매호점,대구 수성구 달구벌대로647길 16 401동 108호,(지번) 신매동 263,35.8395411,128.7118565,고산3동,
아마스빈 대구시지점,대구 수성구 신매로19길 23-5,(지번) 신매동 568-8,35.83888073,128.7072477,고산1동,
청솔로9 시지점,대구 수성구 달구벌대로647길 7,(지번) 신매동 279-1,35.83975562,128.7103282,고산3동,
다올,대구 수성구 고산로4길 82,(지번) 신매동 606-5,35.83068976,128.7058798,고산1동,
카페마테라,대구 수성구 달구벌대로 3266,(지번) 신매동 170,35.83725232,128.7129182,고산1동,
컴포즈커피 대구사월역점,대구 수성구 달구벌대로 3294 1층 103호,(지번) 신매동 10-7,35.83639306,128.7158887,고산1동,
테리커피,대구 수성구 달구벌대로652길 11-5,(지번) 신매동 193-5,35.83672574,128.7123024,고산1동,
도도,대구 수성구 달구벌대로650길 62 1층,(지번) 신매동 589-5,35.83322066,128.7087856,고산1동,
음,대구 수성구 달구벌대로 3260-4 1층,(지번) 신매동 193-3,35.83688649,128.7123664,고산1동,
더리터 시지사월점,대구 수성구 달구벌대로649길 21,(지번) 신매동 255-1,35.84038258,128.7124946,고산3동,
코모도커피,대구 수성구 달구벌대로647길 20-9 명문빌딩 1층,(지번) 신매동 256,35.8403169,128.7122916,고산3동,
달콤한 피아노,대구 수성구 달구벌대로651길 8 5층,(지번) 신매동 236-5,35.83823694,128.7134211,고산3동,
카페레트로,대구 수성구 신매로19길 60-1 1,(지번) 신매동 567-38,35.83975435,128.7064121,고산1동,
제이드데이,대구 수성구 달구벌대로651길 12 1층,(지번) 신매동 236-3,35.83848921,128.7136329,고산3동,
제일구락부 시지점,대구 수성구 신매로19길 8,(지번) 신매동 567-37,35.83870829,128.7084115,고산1동,
알리바바 무인로봇카페 대구수성점,대구 수성구 달구벌대로650길 68 1층,(지번) 신매동 589-10,35.83276037,128.70857,고산1동,
커피그리고,대구 수성구 신매로8길 10 1층,(지번) 신매동 584,35.83452524,128.7090575,고산1동,
미스터팥집 시지점,대구 수성구 고산로 104-2,(지번) 신매동 567-62,35.83977648,128.7055451,고산1동,
탑리터 시지점,대구 수성구 신매로 24 1층,(지번) 신매동 593-8,35.83173223,128.7073747,고산1동,
매스커피 신매역점,대구 수성구 달구벌대로 3188 1층 110호,(지번) 신매동 567,35.84032058,128.7052157,고산1동,
조예빈라이브,대구 수성구 신매로19길 70 2층,(지번) 신매동 567-7,35.83974249,128.7057497,고산1동,
나비드,대구 수성구 달구벌대로650길 70,(지번) 신매동 591,35.83250481,128.7084936,고산1동,
돌페리,대구 수성구 고산로4길 14 1층,(지번) 신매동 596-2,35.83266882,128.7044328,고산1동,
커피인피니티,대구 수성구 신매로4길 8-5,(지번) 신매동 591-3,35.83213826,128.7083773,고산1동,
디저트엘,대구 수성구 달구벌대로647길 20-9 명문빌딩 1층,(지번) 신매동 256,35.8403169,128.7122916,고산3동,
반코,대구 수성구 달구벌대로650길 58 1층,(지번) 신매동 589-1,35.83356935,128.708897,고산1동,
요거트월드 시지점,대구 수성구 달구벌대로 3188 아레나스포츠센터 1층 104호,(지번) 신매동 567,35.84032058,128.7052157,고산1동,
이와같이,대구 수성구 달구벌대로650길 5-8,(지번) 신매동 217,35.83765551,128.7116582,고산1동,
모마,대구 수성구 달구벌대로649길 20,(지번) 신매동 255-9,35.84010472,128.7127757,고산3동,
더테이블,대구 수성구 고산로4길 26,(지번) 신매동 596-5,35.83254168,128.7047945,고산1동,
천미리다방 시지점,대구 수성구 신매로 7,(지번) 신매동 603,35.83034724,128.7065592,고산1동,
카페1234,대구 수성구 고산로12길 34 시지에덴타운 상가 1층 105호,(지번) 신매동 594-1,35.83390407,128.7059963,고산1동,
더드림커피 대구신매점,대구 수성구 신매로 60,(지번) 신매동 586-4,35.83467887,128.7082156,고산1동,
아틀리에빈 신매점,대구 수성구 달구벌대로 3249,(지번) 신매동 261-16,35.8384866,128.7116856,고산3동,
츄러스 1500 대구시지점,대구 수성구 신매로4길 4-15,(지번) 신매동 592-8,35.83165202,128.7077934,고산1동,
안단테,대구 수성구 달구벌대로647길 19,(지번) 신매동 267-3,35.84067155,128.7110669,고산3동,
이레커피,대구 수성구 달구벌대로650길 5-8 1층,(지번) 신매동 217,35.83765551,128.7116582,고산1동,
카페봄봄 시지퍼스트점,대구 수성구 달구벌대로 3294,(지번) 신매동 10-7,35.83639306,128.7158887,고산1동,
소피아네,대구 수성구 고산로4안길 8,(지번) 신매동 597-16,35.83243684,128.7038312,고산1동,
파즈커피,대구 수성구 달구벌대로650길 11 신매교회 C동 1층,(지번) 신매동 209,35.83719641,128.7108719,고산1동,
떼데움커피연구소,대구 수성구 신매로4길 8-11,(지번) 신매동 591-6,35.83181499,128.7082724,고산1동,
길다방,대구 수성구 신매로16길 32,(지번) 신매동 573-5,35.83782723,128.7095911,고산1동,
미리지구(MIRlJIGU),대구 수성구 신매로16길 16-11,(지번) 신매동 576-9,35.83704442,128.7102373,고산1동,
모모베이커리카페,대구 수성구 신매로 91 시지삼주한라협화타운 113동 105호,(지번) 신매동 570,35.83748944,128.7069585,고산1동,
카페맑음,대구 수성구 달구벌대로 3280 시지효성백년가약1단지 301동 128호,(지번) 신매동 30-5,35.83671515,128.7148014,고산1동,
요거드숑,대구 수성구 신매로16길 16-5 1층,(지번) 신매동 576-12,35.83712966,128.7098324,고산1동,
카페 블루밍,대구 수성구 신매로 28 1층,(지번) 신매동 593-6,35.83196766,128.7074466,고산1동,
커피판다,대구 수성구 신매로19길 4 자산빌딩 2층,(지번) 신매동 567-49,35.83864261,128.708753,고산1동,
커피데이시지,대구 수성구 달구벌대로 3190,(지번) 신매동 567-9,35.8402251,128.7057208,고산1동,
투더디프런트 대구시지광장점,대구 수성구 신매로19길 56 2층,(지번) 신매동 567-42,35.83959897,128.7066358,고산1동,
카페리부트,대구 수성구 고산로4안길 66-2 1층 101호,(지번) 신매동 608-8,35.83039835,128.7047873,고산1동,
아틀리에빈 시지광장점,대구 수성구 신매로19길 30 트윈빌딩 A동 7층,(지번) 신매동 567-19,35.83916572,128.7081756,고산1동,
다담,대구 수성구 고산로 70,(지번) 신매동 580,35.83728085,128.7047163,고산1동,
카페오딜리,대구 수성구 달구벌대로650길 37,(지번) 신매동 138-1,35.83520073,128.7098238,고산1동,
에이피엠,대구 수성구 달구벌대로 3294 시지퍼스트 121호,(지번) 신매동 10-7,35.83639306,128.7158887,고산1동,
마이본 시지점,대구 수성구 달구벌대로650길 51,(지번) 신매동 128-1,35.83412387,128.7094699,고산1동,
떼데움,대구 수성구 달구벌대로650길 13-13,(지번) 신매동 210,35.83740967,128.711368,고산1동,
엣홈,대구 수성구 고산로4길 20,(지번) 신매동 596-4,35.83261069,128.7046871,고산1동,
레전드라이브,대구 수성구 신매로19길 70,(지번) 신매동 567-7,35.83974249,128.7057497,고산1동,
카페트로스트,대구 수성구 달구벌대로641길 4-8,(지번) 신매동 368-5,35.84047412,128.7087176,고산3동,
포킹,대구 수성구 고산로18길 21,(지번) 신매동 568-6,35.83896283,128.7066634,고산1동,
커피지베,대구 수성구 신매로16길 56-15,(지번) 신매동 574-6,35.83756747,128.7099818,고산1동,
리터 킹 직영1호점,대구 수성구 달구벌대로649길 22-7,(지번) 신매동 246-8,35.83965773,128.7139782,고산3동,
박스커피,대구 수성구 달구벌대로645길 11,(지번) 신매동 273,35.84024143,128.709789,고산3동,
스탑&고,대구 수성구 고산로4안길 91,(지번) 신매동 606-8,35.8305504,128.7061432,고산1동,
카페퍼즈,대구 수성구 달구벌대로 3280-1,(지번) 신매동 30-6,35.8357377,128.7138729,고산1동,
커피리빌트,대구 수성구 고산로 14,(지번) 신매동 597-6,35.83213166,128.7036068,고산1동,
웁스,대구 수성구 고산로 10,(지번) 신매동 597-9,35.83180266,128.703562,고산1동,
BK스터디,대구 수성구 달구벌대로 3261 보광빌딩,(지번) 신매동 231-1,35.83794435,128.7129847,고산3동,
제이에이치홀딩스,대구 수성구 신매로19길 8,(지번) 신매동 567-37,35.83870829,128.7084115,고산1동,
토모,대구 수성구 고산로18길 11,(지번) 신매동 568-1,35.83912291,128.7058361,고산1동,
미쓰롱,대구 수성구 달구벌대로 3294 시지퍼스트 1동 104호,(지번) 신매동 10-7,35.83639306,128.7158887,고산1동,
라이크유,대구 수성구 달구벌대로647길 16,(지번) 신매동 263,35.8395411,128.7118565,고산3동,
플로미슈아제트,대구 수성구 신매로2길 5 1층,(지번) 신매동 592,35.83161864,128.7079295,고산1동,
아레나스포츠센터 커피솝,대구 수성구 달구벌대로 3188,(지번) 신매동 567,35.84032058,128.7052157,고산1동,
텐퍼센트커피 대구신매역점,대구 수성구 고산로 96,(지번) 신매동 567-55,35.8393007,128.7047821,고산1동,
카페드엘,대구 수성구 고산로4길 74,(지번) 신매동 606-2,35.83078346,128.7054941,고산1동,
커피로뎀,대구 수성구 달구벌대로647길 7,(지번) 신매동 279-1,35.83975562,128.7103282,고산3동,
리부트,대구 수성구 고산로4안길 66-2 1층,(지번) 신매동 608-8,35.83039835,128.7047873,고산1동,
CAFE RETRO,대구 수성구 신매로19길 60-1,(지번) 신매동 567,35.83975435,128.7064121,고산1동,
소피아네,대구 수성구 고산로4안길 31,(지번) 신매동 599-7,35.83139959,128.7039429,고산1동,
바리스타허창율,대구 수성구 달구벌대로 3304-1,(지번) 신매동 46,35.8352548,128.71581,고산1동,
카페벙커 신매청춘점,대구 수성구 신매로4길 6,(지번) 신매동 592,35.83258129,128.7080583,고산1동,
클래시듀드,대구 수성구 달구벌대로569길 1,(지번) 연호동 21-10,35.84750463,128.6710573,고산2동,
더플레이그라운드로스터리카페 (휴업중),대구 수성구 달구벌대로569길 10 1층,(지번) 연호동 24,35.84750102,128.6721264,고산2동,
팔레트카페,대구 수성구 욱수길 11,(지번) 욱수동 115,35.82833676,128.7060235,고산1동,
카페욱수,대구 수성구 욱수길 29,(지번) 욱수동 108-3,35.82683914,128.7058412,고산1동,
이디야커피 대구시지고교점,대구 수성구 달구벌대로650길 95 연암빌딩 1층,(지번) 욱수동 228-2,35.83022375,128.7081217,고산1동,
푸푸커피,대구 수성구 유니버시아드로 341 1층 101호,(지번) 욱수동 127,35.82947428,128.7078867,고산1동,
카페하늘 민들레,대구 수성구 유니버시아드로 364,(지번) 욱수동 699,35.82782899,128.7095027,고산1동,
라프루따,대구 수성구 달구벌대로652길 75,(지번) 욱수동 231-3,35.83153084,128.7088443,고산1동,
아쿠아카페 노을,대구 수성구 달구벌대로650길 97-1,(지번) 욱수동 227-20,35.82997116,128.7081917,고산1동,
풍경,대구 수성구 달구벌대로652길 65,(지번) 욱수동 240-5,35.83232953,128.7097551,고산1동,
카페빈 욱수점,대구 수성구 달구벌대로652길 71-10,(지번) 욱수동 219,35.83087115,128.7091149,고산1동,
디센트,대구 수성구 유니버시아드로 322-1,(지번) 욱수동 118-10,35.82934618,128.7058351,고산1동,
아쿠페,대구 수성구 달구벌대로650길 97-1,(지번) 욱수동 227-20,35.82997116,128.7081917,고산1동,
아쿠페로스터즈,대구 수성구 달구벌대로650길 97-1,(지번) 욱수동 227-20,35.82997116,128.7081917,고산1동,
아틀리에빈,대구 수성구 달구벌대로652길 71-10,(지번) 욱수동 219,35.83087115,128.7091149,고산1동,
위너스스터디카페,대구 수성구 달구벌대로650길 57,(지번) 욱수동 263-4,35.8335768,128.709231,고산3동,
프리미엄 스터디 카페,대구 수성구 달구벌대로650길 91,(지번) 욱수동 228-3,35.83045096,128.7082077,고산1동,
플라워&커피어울림,대구 수성구 달구벌대로568길 31,(지번) 이천동 92-2,35.84594154,128.6668138,고산2동,
오아,대구 수성구 달구벌대로 2811,(지번) 이천동 54-5,35.85028231,128.6674507,고산2동,
스타벅스 대구중동DT점,대구 수성구 수성로 243,(지번) 중동 316-3,35.84736439,128.6125253,중동,
스타벅스 대구중동네거리DT점,대구 수성구 청수로 51,(지번) 중동 184-4,35.8409094,128.6139285,중동,
르고메드파리16,대구 수성구 희망로 123,(지번) 중동 316,35.8472523,128.61228,중동,
엔제리너스 대구중동점,대구 수성구 수성로 233,(지번) 중동 322-14,35.84642332,128.6125126,중동,
우드띠어리 중동직영점,대구 수성구 청수로 24,(지번) 중동 416-8,35.84038823,128.6107217,중동,
이디야커피 대구중동점,대구 수성구 수성로 190 1층,(지번) 중동 176-2,35.84236866,128.6126777,중동,
앤드커피,대구 수성구 들안로 131 1층,(지번) 중동 190-8,35.84149868,128.616434,중동,
카페봄봄 중동점,대구 수성구 수성로 210,(지번) 중동 101,35.8441279,128.6127693,중동,
텐퍼센트커피 대구수성골드클래스점,대구 수성구 수성로 185,(지번) 중동 356-7,35.84290502,128.6111325,중동,
디보트커피,대구 수성구 청수로9길 40 1층,(지번) 중동 160-5,35.84230969,128.6136467,중동,
토끼야놀자,대구 수성구 청수로 28 2층,(지번) 중동 411-4,35.8405274,128.6110687,중동,
더리터 수성골드클래스점,대구 수성구 수성로 185 상가 101호,(지번) 중동 650,35.84290502,128.6111325,중동,
12파운드 중동점,대구 수성구 청수로9길 30,(지번) 중동 173-3,35.8417821,128.6137384,중동,
리즈카페,대구 수성구 수성로 262,(지번) 중동 31-3,35.84877053,128.6132974,중동,
커피명가 효성병원점,대구 수성구 수성로 194 효성병원 1층,(지번) 중동 105-1,35.84283406,128.6127746,중동,
버터석,대구 수성구 수성로 214 지하1층,(지번) 중동 100-2,35.84452922,128.6129748,중동,
오하커피,대구 수성구 청수로 27,(지번) 중동 417-59,35.84110633,128.6109716,중동,
수정커피숍,대구 수성구 들안로 207-1,(지번) 중동 43-21,35.84855054,128.6164301,중동,
도노커피,대구 수성구 청수로 22-12,(지번) 중동 593-2,35.8402787,128.6103482,중동,
커피플로리안,대구 수성구 수성로 211,(지번) 중동 261-5,35.8443607,128.6123511,중동,
여가투고,대구 수성구 청수로1길 12,(지번) 중동 565-4,35.84171606,128.6086839,중동,
혜윰커피,대구 수성구 수성로46길 21 1층,(지번) 중동 71-1,35.84619567,128.613628,중동,
더블랜드,대구 수성구 청수로4길 19,(지번) 중동 595-2,35.83990948,128.6102291,중동,
개나리다방,대구 수성구 수성로41길 50,(지번) 중동 545-4,35.84474993,128.6097284,중동,
매머드익스프레스 대구중동,대구 수성구 수성로 216,(지번) 중동 99-3,35.84471461,128.6129863,중동,
미스터카페,대구 수성구 수성로41길 50,(지번) 중동 545-4,35.84474993,128.6097284,중동,
하바나익스프레스 대동점,대구 수성구 청수로9길 30,(지번) 중동 173-3,35.8417821,128.6137384,중동,
화이트고릴라커피,대구 수성구 수성로 249-12,(지번) 중동 313-2,35.84789278,128.6121054,중동,
라푸르따,대구 수성구 수성로 201,(지번) 중동 358-9,35.84344483,128.6122794,중동,
카페얌,대구 수성구 들안로 193,(지번) 중동 44-1,35.84729608,128.6164418,중동,
슬립리스인시애틀 수성보건소점,대구 수성구 수성로 211,(지번) 중동 261-5,35.8443607,128.6123511,중동,
ES커피,대구 수성구 청수로 26,(지번) 중동 412-1,35.8404965,128.6109535,중동,
하바나커피,대구 수성구 수성로 252,(지번) 중동 32-3,35.84795812,128.6133334,중동,
레드커피,대구 수성구 수성로38길 12,(지번) 중동 175-5,35.84245156,128.6131613,중동,
데우스커피,대구 수성구 동대구로14길 15-6 2층,(지번) 지산동 956-3,35.83726095,128.6252657,지산1동,
IWLT,대구 수성구 동대구로8길 12,(지번) 지산동 1049-10,35.83374754,128.6245277,지산1동,
위드모데스티,대구 수성구 동대구로14길 41 1층,(지번) 지산동 960-9,35.83706649,128.6264304,지산1동,
슬로울리인무학,대구 수성구 무학로 187 녹원아파트 상가5동 1,(지번) 지산동 761-8,35.83085471,128.6288134,지산1동,
바우어,대구 수성구 용학로 361 1층,(지번) 지산동 98-4,35.82670567,128.6434789,지산1동,
스타벅스 대구황금DT,대구 수성구 청수로 164,(지번) 지산동 941,35.83907786,128.6259028,지산1동,
백금당 대구지산점,대구 수성구 무학로27길 47 1층,(지번) 지산동 1002-6,35.83453027,128.6247415,지산1동,
커피명가 지산점,대구 수성구 지범로 167 지산메디지오 15층,(지번) 지산동 1276-5,35.82237318,128.6382831,지산1동,
투썸플레이스 지산광장점,대구 수성구 용학로 297-7 1,(지번) 지산동 1288-7,35.82225436,128.6398528,지산1동,
포레스트26,대구 수성구 청호로22길 125,(지번) 지산동 26,35.83247642,128.6469913,지산1동,
다이브,대구 수성구 청수로40길 48,(지번) 지산동 975-1,35.83732579,128.6296529,지산1동,
랩에쏘,대구 수성구 청수로36길 70-24,(지번) 지산동 990-3,35.83627697,128.6256003,지산1동,
조조스커피클럽,대구 수성구 지범로17길 98,(지번) 지산동 1138-8,35.82872672,128.6280968,지산1동,
브마롱,대구 수성구 동대구로14길 29 1층,(지번) 지산동 957-13,35.83707693,128.6258118,지산1동,
크래키,대구 수성구 무학로29길 30 1층,(지번) 지산동 1065-12,35.83166124,128.6257117,지산1동,
차우림,대구 수성구 지산로9길 22 1층,(지번) 지산동 1262-12,35.82575319,128.632363,지산1동,
모든순간,대구 수성구 지범로17길 4,(지번) 지산동 633-9,35.82601764,128.6311182,지산1동,
코트니마켓,대구 수성구 용학로 172 남정빌딩 1층,(지번) 지산동 1188,35.82247999,128.6277243,지산2동,
클랑,대구 수성구 용학로 242 1층,(지번) 지산동 1205-2,35.82019927,128.6348083,지산2동,
투썸플레이스 대구TBC점,대구 수성구 동대구로 36 1층,(지번) 지산동 1051,35.83347233,128.6240752,지산1동,
