식당명,주소1,주소2,위도,경도,행정동,
오리진커피,대구 수성구 범어천로 8,(지번) 황금동 683-4,35.84790177,128.6241898,황금2동,
스타벅스 국립대구박물관DT점,대구 수성구 청호로 318,(지번) 황금동 69-3,35.84565173,128.6391299,황금1동,
커피는책이랑,대구 수성구 들안로46길 6 1층,(지번) 황금동 708-2,35.85074604,128.6172434,황금2동,
투썸플레이스 대구황금점,대구 수성구 청수로 107 1층,(지번) 황금동 889-1,35.84055476,128.6200644,황금2동,
에스페소,대구 수성구 동대구로 159 1층,(지번) 황금동 780,35.84475276,128.6239805,황금2동,
플리트비체,대구 수성구 동대구로 209 3층,(지번) 황금동 676-2,35.84914513,128.6243589,황금2동,
핸즈커피 황금점,대구 수성구 동대구로 120,(지번) 황금동 543-7,35.84097105,128.6250188,황금2동,
갓샐러드 황금점,대구 수성구 청수로25길 50,(지번) 황금동 864-2,35.84106935,128.6206098,황금2동,
온니두 박물관점,대구 수성구 청호로57길 18-6,(지번) 황금동 93-1,35.84408028,128.6382412,황금1동,
더미소짓다,대구 수성구 청수로25길 48-11,(지번) 황금동 867-3,35.84174681,128.6206043,황금2동,
커피사주는남자,대구 수성구 청호로 235-14 3층,(지번) 황금동 349-1,35.8380251,128.6392035,황금1동,
이디야커피 대구황금롯데캐슬점,대구 수성구 청수로45길 37,(지번) 황금동 428-17,35.84220995,128.6324361,황금1동,
매스커피 황금점,대구 수성구 들안로32길 13 1층,(지번) 황금동 810-6,35.84455669,128.6176473,황금2동,
몬스터커피 황금점,대구 수성구 청솔로12길 40,(지번) 황금동 705-1,35.85004451,128.6229223,황금2동,
블루밍커피,대구 수성구 청호로67길 78 1층,(지번) 황금동 130-8,35.84802059,128.6356834,황금1동,
요거트월드 대구수성점,대구 수성구 희망로36길 12,(지번) 황금동 767-7,35.84600685,128.6181927,황금2동,
카페봄봄 황금캐슬점,대구 수성구 청수로45길 32,(지번) 황금동 366-1,35.84201645,128.632995,황금1동,
카파비바,대구 수성구 청솔로2길 52 102호,(지번) 황금동 688-1,35.84692115,128.6230829,황금2동,
로스팅스튜디오799,대구 수성구 들안로32길 63,(지번) 황금동 799-9,35.8443497,128.6204085,황금2동,
팔공티 대구황금점,대구 수성구 동대구로 115 황금비즈니스센타 1층,(지번) 황금동 847-1,35.84061102,128.6235269,황금2동,
사피디뜨,대구 수성구 청호로 301,(지번) 황금동 75,35.84434246,128.6386088,황금1동,
시베리안빙수킹&카페 황금점,대구 수성구 희망로36길 113 1층,(지번) 황금동 785-4,35.84520856,128.6234805,황금2동,
꽃차랑,대구 수성구 청호로46길 17 우방신천지타운상가,(지번) 황금동 272,35.83897539,128.6413922,황금1동,
설렘커피 본점,대구 수성구 청솔로 46 1층,(지번) 황금동 707-1,35.85054979,128.6207459,황금2동,
쌍도커피,대구 수성구 청수로 256-3,(지번) 황금동 194,35.84018196,128.6365279,황금1동,
카페 아틀란,대구 수성구 희망로 229 1층,(지번) 황금동 690-12,35.84644528,128.624048,황금2동,
카페 담,대구 수성구 청솔로 6,(지번) 황금동 761-27,35.84696323,128.6204458,황금2동,
커피홀릭,대구 수성구 희망로36길 126,(지번) 황금동 794-18,35.84456417,128.6231856,황금2동,
디마카롱,대구 수성구 청수로 272 1층,(지번) 황금동 205-1,35.84037096,128.6374449,황금1동,
마니,대구 수성구 동대구로38안길 11-14,(지번) 황금동 656-4,35.84843856,128.6258368,황금2동,
공원옆상점,대구 수성구 청수로25길 110-5 1층,(지번) 황금동 880-5,35.84166074,128.6181919,황금2동,
에이치티 대구황금동점,대구 수성구 청수로31길 13,(지번) 황금동 567-10,35.84027189,128.6254824,황금2동,
요거트아이스크림의정석 황금점,대구 수성구 들안로32길 56-23 1층,(지번) 황금동 829-2,35.84286878,128.6200067,황금2동,
멜티드,대구 수성구 희망로 195,(지번) 황금동 760-18,35.84667766,128.6201656,황금2동,
엽전레스토랑,대구 수성구 희망로 206,(지번) 황금동 773-3,35.84604422,128.6213028,황금2동,
멜터스커피,대구 수성구 희망로36길 12 1층,(지번) 황금동 767-7,35.84600685,128.6181927,황금2동,
짙은,대구 수성구 청수로45길 38 2층,(지번) 황금동 428-16,35.84229744,128.6327822,황금1동,
유엠엠커피(UMMCOFFEE),대구 수성구 청솔로6길 15,(지번) 황금동 734-6,35.84866861,128.6212366,황금2동,
룰루블루,대구 수성구 희망로 196-1,(지번) 황금동 771-1,35.84627942,128.6202275,황금2동,
칠드런소사이어티,대구 수성구 청솔로2길 37,(지번) 황금동 691-3,35.8472391,128.6224673,황금2동,
보이고사,대구 수성구 청호로 345,(지번) 황금동 99-1,35.84745733,128.6367318,황금1동,
츄러스1500 황금점,대구 수성구 청수로 235 캐슬골드파크 종합상가 117호,(지번) 황금동 366,35.84144818,128.6334266,황금1동,
베이커86,대구 수성구 들안로28길 24 1층,(지번) 황금동 874-3,35.84264395,128.617886,황금2동,
미네르바의부엉이,대구 수성구 청수로45길 151-8,(지번) 황금동 968,35.84240657,128.6316674,황금1동,
카페캔즈,대구 수성구 들안로28길 24-6 1층,(지번) 황금동 874-10,35.84261718,128.6182614,황금2동,
마망카페 대구점,대구 수성구 들안로40길 13,(지번) 황금동 752-9,35.8481867,128.6176388,황금2동,
카페관심,대구 수성구 청수로45길 149,(지번) 황금동 966,35.8427024,128.630926,황금1동,
스틸인더무드,대구 수성구 들안로32길 70,(지번) 황금동 830-29,35.8441397,128.6207989,황금2동,
윤슬커피,대구 수성구 들안로28길 24-43 1층,(지번) 황금동 829-31,35.84267783,128.6202805,황금2동,
커피&티하우스,대구 수성구 청솔로 25,(지번) 황금동 729-9,35.84884008,128.6203432,황금2동,
마을카페,대구 수성구 청호로69길 67,(지번) 황금동 114-40,35.84942721,128.6357671,황금1동,
행복한커피,대구 수성구 동대구로38길 17,(지번) 황금동 642-31,35.84758097,128.6261347,황금2동,
아델라인 황금점,대구 수성구 희망로36길 8 1층,(지번) 황금동 766-4,35.84628943,128.6181877,황금2동,
슬립리스인시애틀 롯데캐슬황금점,대구 수성구 청수로 261 캐슬골드파크 상가 1208동 126호,(지번) 황금동 368,35.84100295,128.6364977,황금1동,
블루카페,대구 수성구 희망로36길 125,(지번) 황금동 784,35.84461565,128.6234439,황금2동,
커피&크리에이터스,대구 수성구 동대구로38길 37,(지번) 황금동 642-42,35.84781766,128.6266697,황금2동,
눈에꽃,대구 수성구 청수로 117,(지번) 황금동 891-8,35.84052336,128.621043,황금2동,
황금점핑&찜질카페,대구 수성구 청수로 256-1 2층,(지번) 황금동 194-4,35.84038108,128.6361659,황금1동,
카페조쿤,대구 수성구 청호로46길 16 1층,(지번) 황금동 282,35.83830586,128.6428476,황금1동,
마냥마냥,대구 수성구 동대구로 149 코아시스아파트 1층 112호,(지번) 황금동 843-1,35.84371703,128.6239175,황금2동,
스탠바이미 황금점,대구 수성구 들안로32길 70,(지번) 황금동 830-29,35.8441397,128.6207989,황금2동,
카와올라,대구 수성구 청수로 258,(지번) 황금동 194-4,35.84049739,128.6360817,황금1동,
우리다원,대구 수성구 희망로 184,(지번) 황금동 768-3,35.84637915,128.6188859,황금2동,
님에게,대구 수성구 청솔로 42,(지번) 황금동 707-20,35.85033284,128.6207294,황금2동,
위카페,대구 수성구 청수로25길 14,(지번) 황금동 849-1,35.84062647,128.6226371,황금2동,
바질커피,대구 수성구 청호로 322,(지번) 황금동 64-2,35.84594875,128.6391429,황금1동,
설렘카페,대구 수성구 청솔로 46,(지번) 황금동 707-1,35.85054979,128.6207459,황금2동,
모란이피기까지,대구 수성구 동대구로45길 11 1층,(지번) 황금동 672-1,35.8503412,128.6241137,황금2동,
카페관심 롯데캐슬황금점,대구 수성구 청수로 235 상가 1층 109호,(지번) 황금동 366,35.84144818,128.6334266,황금1동,
정인카페라이브,대구 수성구 들안로32길 109 2층,(지번) 황금동 796-8,35.84423388,128.6230071,황금2동,
카페다온,대구 수성구 동대구로42길 12,(지번) 황금동 653-1,35.84922653,128.6258959,황금2동,
하드캔디커피,대구 수성구 들안로28길 78-16 1층,(지번) 황금동 808-4,35.84503008,128.6190306,황금2동,
블랑,대구 수성구 청호로69길 71,(지번) 황금동 114-4,35.84956393,128.6358055,황금1동,
인스토리,대구 수성구 동대구로 146,(지번) 황금동 607-2,35.84282351,128.6250535,황금2동,
꼬팽,대구 수성구 청호로 229,(지번) 황금동 254-1,35.83827319,128.6396384,황금1동,
마마91,대구 수성구 동대구로 149,(지번) 황금동 843-1,35.84371703,128.6239175,황금2동,
단디,대구 수성구 희망로36길 121,(지번) 황금동 784-5,35.84476369,128.6234587,황금2동,
미세스스위츠,대구 수성구 청수로 133,(지번) 황금동 848-2,35.84036597,128.6229161,황금2동,
카페청솔로9,대구 수성구 청수로 133 JM타워 1층 107호,(지번) 황금동 848-2,35.84036597,128.6229161,황금2동,
잇츠,대구 수성구 들안로32길 33,(지번) 황금동 809-16,35.8444751,128.6186872,황금2동,
향,대구 수성구 청수로25길 14,(지번) 황금동 849-1,35.84062647,128.6226371,황금2동,
퍼플립스커피,대구 수성구 동대구로 201-3 1층,(지번) 황금동 682-4,35.84820107,128.6242411,황금2동,
인생카페오구오구,대구 수성구 들안로32길 70 1층,(지번) 황금동 830-29,35.8441397,128.6207989,황금2동,
쉼플,대구 수성구 청수로 235 캐슬골드 종합상가 3층 305호,(지번) 황금동 366,35.84144818,128.6334266,황금1동,
처음,대구 수성구 희망로 172,(지번) 황금동 766-1,35.84649398,128.6175395,황금2동,
갤러리이후,대구 수성구 동대구로38안길 16,(지번) 황금동 642-21,35.84815598,128.6261951,범어1동,
쌀로베이킹,대구 수성구 들안로28길 78-16 1층 102호,(지번) 황금동 808-4,35.84503008,128.6190306,황금2동,
르셀,대구 수성구 들안로28길 24,(지번) 황금동 874-3,35.84264395,128.617886,황금2동,
룰리커피,대구 수성구 고모로 188,(지번) 고모동 333-1,35.85674633,128.6797202,고산2동,
산너머그집꿀,대구 수성구 팔현길 128,(지번) 고모동 87-1,35.86937325,128.6667386,고산2동,
시지본,대구 수성구 노변로 79,(지번) 노변동 120-2,35.83880596,128.6997782,고산2동,
투썸플레이스 수성알파시티점,대구 수성구 알파시티2로 95 2층 201호,(지번) 노변동 739,35.83576809,128.6970924,고산2동,
웜톤커피,대구 수성구 노변공원로 55 2층,(지번) 노변동 165,35.83711393,128.6983361,고산2동,
플라림비,대구 수성구 노변로 101-1 1층,(지번) 노변동 15-4,35.8404645,128.7006949,고산2동,
꽁트,대구 수성구 노변공원로 89,(지번) 노변동 447-2,35.83419115,128.6982885,고산2동,
뜨락,대구 수성구 노변공원로7길 11-10,(지번) 노변동 119-1,35.83862179,128.6996493,고산2동,
아울스튜디오,대구 수성구 알파시티2로 73 1층,(지번) 노변동 737-15,35.83681695,128.6949902,고산2동,
브라운커피,대구 수성구 노변로 55 수성월드메르디앙아파트 상가 C동 101호,(지번) 노변동 353,35.83511885,128.6992141,고산2동,
올웨이즈카페,대구 수성구 알파시티2로 69 1층,(지번) 노변동 737-17,35.83701118,128.6947639,고산2동,
페일블루닷,대구 수성구 시지로14길 20 1층 102호,(지번) 노변동 737-3,35.83720464,128.6948479,고산2동,
AlwaysCafe,대구 수성구 알파시티2로 69 1층,(지번) 노변동 737-17,35.83701118,128.6947639,고산2동,
카페위 대구녹색학습원점,대구 수성구 달구벌대로 3170 대구농업마이스터고등학교,(지번) 노변동 358,35.8357803,128.7007091,고산2동,
설담재,대구 수성구 노변공원로7길 6-26,(지번) 노변동 338,35.83538727,128.6983553,고산2동,
카페블리스,대구 수성구 노변로 91,(지번) 노변동 122-1,35.83990364,128.6998603,고산2동,
동행,대구 수성구 노변로 11,(지번) 노변동 440,35.83296622,128.6985452,고산2동,
우즈베이커리카페 수성호수점,대구 수성구 수성못6길 3,(지번) 두산동 626-2,35.8275611,128.622428,두산동,
카페포켓,대구 수성구 수성못길 20,(지번) 두산동 653-8,35.8266358,128.6222401,두산동,
스타벅스 대구수성호수R점,대구 수성구 용학로 56,(지번) 두산동 911-5,35.8261024,128.6158266,두산동,
낫온리커피어반델리,대구 수성구 용학로 106-7,(지번) 두산동 888-2,35.82409684,128.6184092,두산동,
스타벅스 수성레이크점,대구 수성구 수성못길 4,(지번) 두산동 840-1,35.82569546,128.6217126,두산동,
텀트리프로젝트,대구 수성구 용학로 138 2층,(지번) 두산동 746,35.82359293,128.6241461,두산동,
목련양과,대구 수성구 들안로8길 29 1층,(지번) 두산동 137-14,35.83412641,128.6176595,두산동,
부바스,대구 수성구 무학로 152,(지번) 두산동 301-2,35.82989579,128.6251471,두산동,
팜테이블 수성못점,대구 수성구 용학로 115 2동 1층,(지번) 두산동 690,35.82509497,128.6225507,두산동,
핸즈커피 수성못점,대구 수성구 용학로 106-5 1층,(지번) 두산동 856-3,35.82476221,128.6207989,두산동,
투썸플레이스 대구두산동DT점,대구 수성구 무학로 121,(지번) 두산동 205-5,35.83027186,128.6218575,두산동,
엔제리너스 아일랜드점,대구 수성구 용학로 76,(지번) 두산동 902-5,35.82605002,128.6179647,두산동,
디저트39 대구수성못점,대구 수성구 수성못길 18,(지번) 두산동 657-3,35.82651848,128.6221996,두산동,
반미콩 수성못점,대구 수성구 수성못6길 20-10,(지번) 두산동 710,35.82665656,128.6243457,두산동,
설빙 수성못점,대구 수성구 수성못2길 53 2층,(지번) 두산동 665,35.82644767,128.6230187,두산동,
스타벅스 수성리더스점,대구 수성구 동대구로 95,(지번) 두산동 113,35.83791331,128.6226837,두산동,
푸댕,대구 수성구 지범로 11,(지번) 두산동 954-85,35.82917752,128.6241316,두산동,
고바슨,대구 수성구 용학로 92-4 수성스퀘어 1층,(지번) 두산동 863-3,35.82524681,128.6201468,두산동,
파스쿠찌 대구황금점,대구 수성구 청수로 130,(지번) 두산동 94-2,35.83961885,128.622361,두산동,
핸즈커피 들안길점,대구 수성구 무학로 103 1,(지번) 두산동 177-8,35.8303074,128.619916,두산동,
할리스 대구수성못점,대구 수성구 용학로 115,(지번) 두산동 690,35.82509497,128.6225507,두산동,
아트플렉스,대구 수성구 용학로 92-4 수성스퀘어 1층 106호,(지번) 두산동 863-2,35.82524681,128.6201468,두산동,
커피명가 어나더 랩,대구 수성구 용학로 92-4 수성스퀘어 1층,(지번) 두산동 863-2,35.82524681,128.6201468,두산동,
스타벅스 대구두산DT,대구 수성구 지범로 37,(지번) 두산동 728,35.8273716,128.625788,두산동,
1997빠리커피&브레드,대구 수성구 용학로 84,(지번) 두산동 899-13,35.8259018,128.619174,두산동,
하삼동커피 대구두산점,대구 수성구 청수로26길 36 한성스퀘어 1층,(지번) 두산동 99,35.83811209,128.622077,두산동,
파스쿠찌 대구수성유원지점,대구 수성구 수성못길 28,(지번) 두산동 652-3,35.82724068,128.6222913,두산동,
핸썸커피,대구 수성구 들안로 36,(지번) 두산동 152-3,35.83296976,128.6172269,두산동,
탐앤탐스 대구들안길점,대구 수성구 들안로 10,(지번) 두산동 172-6,35.8307053,128.617136,두산동,
읍천리382 두산점,대구 수성구 청수로24길 64,(지번) 두산동 44-13,35.83699186,128.6208831,두산동,
탐앤탐스 대구수성못호반점,대구 수성구 용학로 45 2,(지번) 두산동 926-3,35.8263494,128.614701,두산동,
메가MGC커피 대구황금점,대구 수성구 청수로26길 36 한성스퀘어 1층,(지번) 두산동 99,35.83811209,128.622077,두산동,
헬로72번가,대구 수성구 용학로 62 지하1층,(지번) 두산동 909-5,35.82611713,128.6166146,두산동,
레이지모닝 수성아리아나호텔점,대구 수성구 동대구로 27 1층,(지번) 두산동 200-1,35.83269033,128.6228935,두산동,
이디야커피 수성못점,대구 수성구 수성못길 10,(지번) 두산동 656-2,35.8261419,128.622089,두산동,
카페봄봄 수성못점,대구 수성구 수성못길 24,(지번) 두산동 산 653-4,35.82696913,128.6223138,두산동,
케이지,대구 수성구 수성못2길 43,(지번) 두산동 670-3,35.8265162,128.6235292,두산동,
재재콤마,대구 수성구 지범로1길 5 1층,(지번) 두산동 307,35.82933936,128.6246522,두산동,
카페봄봄 두산점,대구 수성구 동대구로 13 광평빌딩 1층 101호,(지번) 두산동 207-4,35.8315622,128.6227593,두산동,
굴리아카페 수성못점,대구 수성구 들안로2길 10,(지번) 두산동 171-1,35.831351,128.6175102,두산동,
오유이,대구 수성구 들안로16길 23,(지번) 두산동 34-9,35.83729935,128.6176523,두산동,
더벤티 대구두산점,대구 수성구 청수로26길 36 한성스퀘어 1층 113호,(지번) 두산동 99,35.83811209,128.622077,두산동,
공주다육카페,대구 수성구 무학로21길 18,(지번) 두산동 178-12,35.83086722,128.620737,두산동,
마시그래이 두산점,대구 수성구 상화로 140,(지번) 두산동 124-5,35.83526383,128.622292,두산동,
프레키베이키,대구 수성구 상화로 128 1층,(지번) 두산동 132-3,35.83517488,128.6211036,두산동,
윤선갤러리,대구 수성구 용학로 92-4 수성스퀘어 1층,(지번) 두산동 863-3,35.82524681,128.6201468,두산동,
예가체프앤빙,대구 수성구 들안로 22,(지번) 두산동 153-4,35.83183341,128.6172672,두산동,
웰스프링,대구 수성구 용학로28길 8,(지번) 두산동 789,35.82201822,128.624143,두산동,
펫타임,대구 수성구 용학로 82,(지번) 두산동 899-9,35.82605394,128.61845,두산동,
핑퐁커피 두산점,대구 수성구 상화로 98 1층 102호,(지번) 두산동 137-24,35.83495612,128.617651,두산동,
커피왕 두산점,대구 수성구 동대구로3길 38 1층,(지번) 두산동 186-7,35.83208798,128.6209862,두산동,
아비아채,대구 수성구 수성못길 24 3층,(지번) 두산동 653-4,35.82696913,128.6223138,두산동,
카페보스 대구두산점,대구 수성구 무학로23길 108 1층,(지번) 두산동 124-4,35.83501125,128.622278,두산동,
청솔로9 두산점,대구 수성구 동대구로 9 103호,(지번) 두산동 207-2,35.83119128,128.6227395,두산동,
추억스케치,대구 수성구 수성못2길 55-2 지하,(지번) 두산동 664,35.82623942,128.6225445,두산동,
카페두다트 대구수성못점,대구 수성구 수성못6길 10,(지번) 두산동 669-1,35.82708759,128.6230643,두산동,
레프트뱅크 황금점,대구 수성구 동대구로 95 수성SK리더스뷰 108동 1층 609호,(지번) 두산동 113,35.83791331,128.6226837,두산동,
커피커뮤니티,대구 수성구 들안로16길 17 1층,(지번) 두산동 34-11,35.83697595,128.6176506,두산동,
몬스터커피 두산점,대구 수성구 청수로24길 59,(지번) 두산동 87-5,35.83726797,128.621424,두산동,
흐름디저트바,대구 수성구 들안로16길 81 1층,(지번) 두산동 11-13,35.83951151,128.6183524,두산동,
더포켓,대구 수성구 수성못2길 55,(지번) 두산동 657-1,35.82653923,128.6224646,두산동,
빌라데스테,대구 수성구 수성못6길 9 2층,(지번) 두산동 623,35.82761415,128.6232891,두산동,
블루문앤코카페,대구 수성구 용학로 62,(지번) 두산동 909-5,35.82611713,128.6166146,두산동,
마가렛루멘,대구 수성구 청수로20길 47 1층,(지번) 두산동 18-15,35.83933378,128.6208612,두산동,
뮤즈,대구 수성구 수성못2길 27,(지번) 두산동 704,35.82587136,128.624061,두산동,
키치드로우,대구 수성구 수성못2길 23 지하1층,(지번) 두산동 702,35.82548136,128.6236668,두산동,
셀프바리스타 황금점,대구 수성구 청수로 108,(지번) 두산동 13,35.83979983,128.6198272,두산동,
24H판다,대구 수성구 상화로 121-1 1층,(지번) 두산동 77-4,35.83540582,128.6204846,두산동,
차마고도,대구 수성구 상화로 106,(지번) 두산동 135-2,35.83491248,128.6186833,두산동,
몰타,대구 수성구 상화로 132,(지번) 두산동 125-4,35.83522777,128.6215787,두산동,
카페제이제이,대구 수성구 동대구로3길 42,(지번) 두산동 186-1,35.83208355,128.6208066,두산동,
커피명가수성못어너더랩에이엔오더알더블유알에이피,대구 수성구 용학로 106-7,(지번) 두산동 888-2,35.82409684,128.6184092,두산동,
어라운드크림,대구 수성구 용학로28길 6-4 1층,(지번) 두산동 746-6,35.82325112,128.6245065,두산동,
미지로,대구 수성구 용학로25안길 5 1층 101호,(지번) 두산동 743-13,35.82429845,128.6251179,두산동,
사주인카페,대구 수성구 무학로21안길 96 1층,(지번) 두산동 144-4,35.834284,128.6202231,두산동,
커피50210,대구 수성구 무학로17길 40 1층,(지번) 두산동 167-18,35.83126171,128.6178845,두산동,
코페아커피 대구트럼프점,대구 수성구 동대구로 59,(지번) 두산동 105,35.83584738,128.6225479,두산동,
더달빙&디저트,대구 수성구 무학로17길 35,(지번) 두산동 171-9,35.83107418,128.6176703,두산동,
커피왕,대구 수성구 수성못길 6,(지번) 두산동 655-3,35.82590616,128.6219652,두산동,
디저트부티크엠,대구 수성구 들안로18길 14 1층,(지번) 두산동 54,35.8373296,128.6186111,두산동,
카페투인,대구 수성구 지범로 41-6,(지번) 두산동 739,35.8271869,128.6263364,두산동,
마라앤틱,대구 수성구 들안로20길 50-1,(지번) 두산동 40-13,35.8378492,128.6205234,두산동,
짹슨커피,대구 수성구 무학로21길 15,(지번) 두산동 163-11,35.83079643,128.6204203,두산동,
타로홀릭,대구 수성구 상화로 128,(지번) 두산동 132-3,35.83517488,128.6211036,두산동,
까페그릿,대구 수성구 무학로23길 67,(지번) 두산동 190-4,35.83325091,128.6218335,두산동,
키토카페,대구 수성구 청수로24길 38,(지번) 두산동 19-11,35.83817328,128.6210152,두산동,
티러브,대구 수성구 동대구로 95 수성SK리더스뷰상가 1층,(지번) 두산동 113,35.83791331,128.6226837,두산동,
카페라고,대구 수성구 무학로 78,(지번) 두산동 433-2,35.8291364,128.6174264,두산동,
덴버,대구 수성구 상화로 119,(지번) 두산동 79-1,35.83539031,128.6202177,두산동,
청담,대구 수성구 지범로 61-4,(지번) 두산동 730,35.82767482,128.6266466,두산동,
마쉬블랑,대구 수성구 들안로18길 12 1층,(지번) 두산동 56-1,35.83733684,128.6184084,두산동,
빙스맘,대구 수성구 용학로 94,(지번) 두산동 882-7,35.82563458,128.6200928,두산동,
하즐커피,대구 수성구 들안로8길 66,(지번) 두산동 139-7,35.83447715,128.6193515,두산동,
카페 아리아나,대구 수성구 동대구로 27 아리아나호텔 내,(지번) 두산동 200-1,35.83269033,128.6228935,두산동,
요토피아,대구 수성구 들안로2안길 19-10,(지번) 두산동 158-3,35.83240835,128.6190398,두산동,
미스터디저트,대구 수성구 수성못길 6,(지번) 두산동 662-3,35.82590616,128.6219652,두산동,
퀴토,대구 수성구 청수로24길 38,(지번) 두산동 19-11,35.83817328,128.6210152,두산동,
카페파크에비뉴,대구 수성구 들안로14길 65-20,(지번) 두산동 44-1,35.83701035,128.620688,두산동,
커피매거진,대구 수성구 들안로18길 14,(지번) 두산동 54,35.8373296,128.6186111,두산동,
까페100,대구 수성구 무학로21길 100,(지번) 두산동 131-7,35.83454223,128.6210473,두산동,
유니드커피,대구 수성구 상화로 112 1층,(지번) 두산동 135-1,35.83508,128.6191787,두산동,
글래드,대구 수성구 들안로16길 23 1층,(지번) 두산동 34-12,35.83729935,128.6176523,두산동,
카페마르엔틱,대구 수성구 들안로20길 50-1 1층,(지번) 두산동 40-13,35.8378492,128.6205234,두산동,
오서하,대구 수성구 무학로21길 15,(지번) 두산동 163-11,35.83079643,128.6204203,두산동,
차마을다향,대구 수성구 청수로24길 36,(지번) 두산동 19-16,35.83834146,128.6210867,두산동,
제이블리,대구 수성구 용학로28길 6-4,(지번) 두산동 746-6,35.82325112,128.6245065,두산동,
휴,대구 수성구 무학로23길 94,(지번) 두산동 124-9,35.83432662,128.622207,두산동,
오아이오아이,대구 수성구 수성못6길 15,(지번) 두산동 621,35.82757732,128.6235142,두산동,
콜렉트,대구 수성구 들안로16길 17,(지번) 두산동 34-11,35.83697595,128.6176506,두산동,
IL까페,대구 수성구 동대구로 59,(지번) 두산동 105,35.83584738,128.6225479,두산동,
가오커피,대구 수성구 수성못2길 37-5,(지번) 두산동 706-2,35.82598897,128.6234604,두산동,
VIP커피,대구 수성구 무학로17길 40 1층,(지번) 두산동 167-18,35.83126171,128.6178845,두산동,
펍까페,대구 수성구 무학로23길 67,(지번) 두산동 190,35.83325091,128.6218335,두산동,
mijiro,대구 수성구 용학로25안길 5,(지번) 두산동 743-13,35.82429845,128.6251179,두산동,
삼칠이,대구 수성구 지범로 12,(지번) 두산동 614-1,35.82877594,128.6235603,두산동,
제이투비,대구 수성구 수성못6길 10,(지번) 두산동 669-1,35.82708759,128.6230643,두산동,
아눅사월,대구 수성구 천을로 231 1,(지번) 매호동 573-1,35.843421,128.708955,고산3동,
바른생활고양이,대구 수성구 천을로 167-1,(지번) 매호동 994-6,35.84341762,128.7089483,고산3동,
이디야커피 대구신매역점,대구 수성구 달구벌대로 3179,(지번) 매호동 1344-21,35.84127758,128.7047269,고산3동,
인간미,대구 수성구 달구벌대로627길 14-11 1층,(지번) 매호동 1338-7,35.84250763,128.7020121,고산3동,
카페라라,대구 수성구 천을로 105-1,(지번) 매호동 1322,35.84456084,128.702465,고산3동,
아틀리에빈 매호점,대구 수성구 고산로 160-11,(지번) 매호동 977-1,35.84460261,128.7075226,고산3동,
엠테이블,대구 수성구 달구벌대로631길 7 1층,(지번) 매호동 1337-8,35.84225319,128.7031347,고산3동,
비싼커피,대구 수성구 천을로 155,(지번) 매호동 1328-14,35.84365443,128.7075546,고산3동,
엘아르카 티그리스점,대구 수성구 달구벌대로647길 24 1층,(지번) 매호동 616-2,35.84096983,128.7115537,고산3동,
슈가레이디,대구 수성구 고산로 160-17 1층,(지번) 매호동 976,35.84456668,128.7077106,고산3동,
노천사랑방 고산로점,대구 수성구 고산로 160-14 1층,(지번) 매호동 1326-4,35.84439281,128.7077199,고산3동,
하삼동 시지매호점,대구 수성구 천을로 170,(지번) 매호동 1075-1,35.84178601,128.7087982,고산3동,
마시그래이 시지점,대구 수성구 고산로 121 1층,(지번) 매호동 1344-19,35.84151023,128.704957,고산3동,
카페트리,대구 수성구 달구벌대로627길 5 1층,(지번) 매호동 1341,35.84239041,128.7008212,고산3동,
바빈스커피 대구매호점,대구 수성구 고산로 123 1-13동,(지번) 매호동 1331,35.8427636,128.704481,고산3동,
09264 커피갤러리,대구 수성구 천을로 173,(지번) 매호동 1058-2,35.84335371,128.7095388,고산3동,
바솜,대구 수성구 달구벌대로627길 21-13,(지번) 매호동 1339,35.84297831,128.7000382,고산3동,
빨대,대구 수성구 고산로 121-3,(지번) 매호동 1344,35.84161217,128.7048536,고산3동,
디어투,대구 수성구 달구벌대로641길 8 매호동서2차 상가,(지번) 매호동 1077-1,35.84133797,128.7083925,고산3동,
시레나,대구 수성구 달구벌대로 3165,(지번) 매호동 1344-4,35.84158214,128.7034959,고산3동,
카페고주,대구 수성구 천을로 147-6,(지번) 매호동 1327-17,35.84408208,128.7069033,고산3동,
나우커피 대구매호점,대구 수성구 달구벌대로641길 23,(지번) 매호동 1082-9,35.84236298,128.7080648,고산3동,
카페브라운,대구 수성구 천을로 233 2층,(지번) 매호동 572,35.84176089,128.7157325,고산3동,
카페블루,대구 수성구 천을로31길 7-14,(지번) 매호동 1326-15,35.84437815,128.7070202,고산3동,
만나,대구 수성구 달구벌대로641길 31 매호화성파크드림 상가 101호,(지번) 매호동 986-1,35.84288544,128.7077488,고산3동,
테라,대구 수성구 천을로31길 3-6,(지번) 매호동 1327-11,35.8439387,128.7078678,고산3동,
위라이크케이크,대구 수성구 천을로 167-1 1층 102호,(지번) 매호동 994-6,35.84341762,128.7089483,고산3동,
미미다방미미식당,대구 수성구 천을로31길 3,(지번) 매호동 1328-9,35.84368531,128.7081907,고산3동,
알레그리아,대구 수성구 천을로31길 7-15,(지번) 매호동 1327,35.84421099,128.7069318,고산3동,
행복한커피볶는집,대구 수성구 천을로 105-1,(지번) 매호동 1322,35.84456084,128.702465,고산3동,
라부아뜨엘,대구 수성구 지범로 248-6,(지번) 범물동 1374-14,35.81750836,128.6442412,범물2동,
